Fragment,Label,Year
"That's why there's been talk all year that Romney has only a ""narrow path"" to electoral victory, heavily contingent on his carrying Florida and Ohio. ""Really, what it comes down to, the Republicans have to win the battleground states to win the Electoral College,"" says Lara Brown, a political scientist at Villanova University in Pennsylvania.",left,2012
"GOP consultant Whit Ayres says the ""critical swing area"" is the Midwest. ""Whoever controls that region tends to control the nation right now,"" he says, ""because that region is still competitive for both parties, other than Illinois."" That may be bad news for Romney. States such as Michigan, Wisconsin and Pennsylvania have not supported a GOP presidential nominee since 1988.",left,2012
"By contrast, Obama and Bill Clinton each won at least 365 electoral votes with their winning campaigns. In each of the five presidential contests dating back to 1992, Democrats have won at least 252 electoral votes.",left,2012
"Four years ago, the nation's largest state gave Obama 61 percent of its popular vote in 2008 — and its 55 electoral votes. ""Throw in New York and Illinois, where Republicans did well for a very long time, and you have three huge states that have become solidly Democratic,"" Ayres says.",left,2012
"All of this means that Obama still has the potential to take more than 300 electoral votes. A Romney victory is likely to be narrower, in terms of electoral votes. But another real possibility is that Romney begins the process of reshaping the map, winning states that haven't gone Republican for a number of years.",left,2012
"A Romney victory is likely to be narrower, in terms of electoral votes. But another real possibility is that Romney begins the process of reshaping the map, winning states that haven't gone Republican for a number of years. ""Swing states change,"" says Shaw, who is also a political scientist at the University of Texas.",left,2012
"By Alan Greenblatt Obama has become only the third U.S. president to win re-election by a narrower margin than his first victory. Having won a second term, Obama will seek to set the nation's agenda on issues ranging from taxes to immigration, but he may continue to struggle in selling his ideas to Congress.Robyn Beck/AFP/Getty Imageshide caption Obama has become only the third U.S.",left,2012
"Having won a second term, Obama will seek to set the nation's agenda on issues ranging from taxes to immigration, but he may continue to struggle in selling his ideas to Congress.Robyn Beck/AFP/Getty Imageshide caption Obama has become only the third U.S. president to win re-election by a narrower margin than his first victory.",left,2012
"Having earned a second term, President Obama will attempt to build on and expand the agenda from his first, launching new initiatives on tax policy, education and immigration. But having won the popular vote by a bare majority — and still facing a divided Congress — Obama may find it difficult to gather momentum for his policies.",left,2012
"But having won the popular vote by a bare majority — and still facing a divided Congress — Obama may find it difficult to gather momentum for his policies. Despite the close result in the popular vote nationwide, Obama wasted no time claiming vindication for his ideas. In his victory speech early Wednesday in Chicago, he tied his re-election to two centuries of American progress.",left,2012
"""Tonight, you voted for action, not politics as usual,"" he said. Obama will not view a Republican Party that held on to its majority as something he needs to accommodate, but rather something he needs to work around, says Henry Olsen, vice president of the American Enterprise Institute, a conservative think tank. Listen to NPR's special coverage and analysis following the 2012 presidential election, hosted by Neal Conan.",left,2012
Obama may also be helped by an improving economy.,left,2012
"Obama will also hold the whip hand in his initial negotiations with Congress, because of the so-called fiscal cliff. Any deal to avoid painful tax increases and spending cuts will require the president's signature.",left,2012
"""I'm confident that he and the Senate Democrats will continue to insist that part of a deal is the expiration of the Bush tax cuts for the top 2 percent [of earners],"" says Jared Bernstein, who has been an economic adviser in the Obama White House. ""Everyone agrees on the other 98 percent."" In addition, Bernstein notes, Obama now has the chance to solidify two of the major achievements of his first term — the Affordable Care Act and the Dodd-Frank banking regulations.",left,2012
"""Everyone agrees on the other 98 percent."" In addition, Bernstein notes, Obama now has the chance to solidify two of the major achievements of his first term — the Affordable Care Act and the Dodd-Frank banking regulations. The president also has made it clear he wants to move major legislation regarding immigration.",left,2012
"""A lot of the time, newly elected and re-elected presidents get more than you think they could,"" Bernstein says. But on those issues — as well as many others — Obama cannot count on help from Republicans in Congress. The president's desires will clearly do much to shape the national agenda over the coming years, but his narrow win suggests that there is a lack of consensus for his policies.",left,2012
"""There really are some basic splits between the two parties that each represent half the country."" Obama, in fact, appears, like his predecessor, to have been more of a divider than a uniter. He certainly has not ushered in a post-partisan era of good feelings, as some of his supporters thought possible four years ago.",left,2012
"A big majority of white voters supported his Republican opponent, Mitt Romney, while Obama won even bigger margins among Hispanic andAfrican-American voters. Obama's presidency has also done nothing, as yet, to alleviate the nation's partisan divide. Republicans will no longer be seeking to deprive Obama of a second term, but there's no indication that they have warmed to his policy ambitions.",left,2012
"Republicans will no longer be seeking to deprive Obama of a second term, but there's no indication that they have warmed to his policy ambitions. ""Obama will have a hard time making his case where it counts, on Capitol Hill,"" says Jack Pitney, a political scientist at Claremont McKenna College in California. Just as Obama may feel vindicated by victory, so, too, will House Republicans, Pitney says.",left,2012
"Just as Obama may feel vindicated by victory, so, too, will House Republicans, Pitney says. They managed to hold on to their majority, surviving campaign attacks from Democrats over Medicare and other issues.",left,2012
"With Democrats in the minority in the House and far short, despite their Senate victories, of holding the 60 votes needed to shut off filibusters, governing the country will be difficult, predicts Rick Perlstein, a liberal journalist and historian. ""Ultimately, it [ends] Barack Obama's grand dream of elevating the discourse and the lion laying down with the lamb,"" Perlstein says. Obama is now just the third president in U.S.",left,2012
Obama is now just the third president in U.S. history to have been re-elected with a smaller share of the vote than during his initial election.,left,2012
"Still, the diminished confidence of voters didn't stop FDR from prosecuting World War II or Jackson paying off the national debt and helping to establish the primacy of the federal government over the states. Obama in a second term will find plenty to keep himself busy for ""more than eight hours a day,"" says presidential historian Robert Dallek, quoting John F. Kennedy.",left,2012
"""You have a second-term president who doesn't have control of Congress,"" Dallek says. ""He's probably going to do a lot more foreign policy, because that's where they have running room."" Despite the status quo nature of the election results, with partisan control of the White House, Senate and House all remaining unchanged, Obama supporters are hopeful in the wake of his win that he can indeed make good on his campaign slogan and move the country ""forward."" The line of people waiting to vote Tuesday morning at Foundry Methodist United Church in Washington, D.C., stretched for nearly a block outside along P Street. Many said they wanted to show their support for Obama, despite near-freezing temperatures and the certainty he would take roughly 90 percent of the District of Columbia vote.",left,2012
"""He's probably going to do a lot more foreign policy, because that's where they have running room."" Despite the status quo nature of the election results, with partisan control of the White House, Senate and House all remaining unchanged, Obama supporters are hopeful in the wake of his win that he can indeed make good on his campaign slogan and move the country ""forward."" The line of people waiting to vote Tuesday morning at Foundry Methodist United Church in Washington, D.C., stretched for nearly a block outside along P Street. Many said they wanted to show their support for Obama, despite near-freezing temperatures and the certainty he would take roughly 90 percent of the District of Columbia vote. Several people said they wanted to give a boost to his national popular vote total.",left,2012
"In his victory speech, Obama offered a largely communitarian vision of shared values and destinies of individuals in the country.",left,2012
"They've got two names. They've got Mitt Romney, a guy who was a successful businessman, saved the Olympics, was governor, stuff like that — or Barack Obama, who a majority of Americans voted for last time. And Barack Obama, your boss, promised hope and change, a lot of stuff, and he didn't deliver.",left,2012
"Even as more results continued streaming in, Rove did it again. At 11:40 p.m., he was still at it — reciting county after county, ""and then there are cats and dogs elsewhere that add up to another 120,000 votes."" Kelly and Baier sought to provide a check but listened sagely to Rove, who is not just a chief political analyst for Fox and a columnist for its sibling newspaper,TheWall Street Journal,but also a leader of one of the major outside political committees spending tens of millions to defeat Obama and other Democrats. Having lost the argument — not to mention his call that predicted for Romney an edge over Obama in the electoral college of about 30 Electoral College votes — Rove made clear that the president's victory carried little weight.",left,2012
"The authoritative record of NPR’s programming is the audio record. (LAUGHTER)OBAMA: We added our assets together and they were zero. And then we added our liabilities together and they were a lot.SHAPIRO: The president also talked about specific steps he took in his first term to help young people, from health care to college loans.",left,2012
"At a Wednesday morning press conference, Boehner referred to the health care initiative as a ""monstrosity"" that needs to be replaced. McConnell said voters sent a message that they want to stop Obama's agenda. Republican leaders say they are committed to a smaller government and have called for discretionary spending to be curtailed to 2008 levels.",left,2012
"He said he's open to negotiating terms of the extension of the Bush-era tax cuts set to expire at year's end, and he even said he was open to tweaking health care legislation in areas of concern to Republicans. Republicans are looking to permanently extend Bush tax cuts for wealthier Americans; Democrats -- including Obama -- have sought to end those cuts, but extend tax cuts for the middle class. The president Wednesday appeared newly open to negotiation.",left,2012
"And I think that frustrated people. President Obama, acknowledging that he had disappointed supporters Obama also touted his coming trip to Asia as proof of his administration's efforts to open markets and create new American jobs. An 'Ugly Mess' He also took a look back at the past two years and acknowledged that he had disappointed supporters.",left,2012
"""But I think the outcome was a good one."" Obama took responsibility for Tuesday's losses, expressed sadness for Democratic lawmakers who lost while standing by the administration's policies, and defended his more controversial efforts. Pronouncing himself humbled, he pledged to negotiate with Republicans on a much less aggressive agenda.",left,2012
"A celebration with cardboard cutout of President Obama in front of the White House early Wednesday morning.Mladen Antonov/AFP/Getty Imageshide caption November 7, 2012 •The economy wasn't the only issue that voters were concentrating on, and President Obama's message in several other key areas during the debates and in campaign speeches contributed to his victory. President Obama walks on stage with first lady Michelle Obama and daughters Sasha and Malia to deliver his victory speech on election night in Chicago.Win McNamee/Getty Imageshide caption November 7, 2012 •By holding the ""Midwest firewall"" — including Ohio, Wisconsin, and Michigan — the president handily defeated challenger Mitt Romney. Obama won seven of the eight battleground states and is ahead in Florida, the final battleground.",left,2012
"By Padmananda Rama President Obama's re-election campaign has released four new Spanish-language ads, each ending with the phrase: ""Esta eleccion si importa,"" which in English means, ""This election does matter.""barackobama.comhide caption President Obama's re-election campaign has released four new Spanish-language ads, each ending with the phrase: ""Esta eleccion si importa,"" which in English means, ""This election does matter."" In 2008, Barack Obama capturedtwo-thirds of the Hispanic vote, winning in crucial swing states with large Hispanic populations like Colorado, Nevada and Florida.",left,2012
"In one ad, Obama volunteerLynette Acosta explainsthe importance of a college degree to her and her family: ""Without the help of loans, I would not have been able to study,"" Acosta says in the ad. ""That's why everything the president has done to increase access to funding is so important.",left,2012
"My mother says, 'The best gift you could give me is a diploma that I can hang on the living room wall.' "" The Romney campaign also recognizes the critical importance of the Hispanic vote.",left,2012
"In this ad, Obama supporter and field organizer Daniella Urbina explains why she supports the president's re-election campaign. Marisa Abrajano, author ofCampaigning to the New American Electorate: Advertising to Latino Voters,and a political science professor at University of California, San Diego, says starting the discussion with education is a smart way to approach Latino voters.",left,2012
The Obama campaign said the president's efforts to increase funding for Pell Grants helped nearly 2 million Hispanics pay for college.,left,2012
"""So, policy messages that actually explain what Obama has accomplished while he has been in office, such as increasing funding for Pell Grants and Head Start, are the right kinds of messages to advertise."" In 2008, the Obama campaign created ""Viva Obama"" clubs and ran on the stump slogan""Si, se puede,""Spanish for ""Yes, we can,"" which Abrajano says was used often by the late labor organizer Cesar Chavez. (It was also, of course, Obama's English-language slogan in 2008.) This year, the campaign is kicking off its Spanish-language outreach efforts with the slogan""Estamos Unidos,""Spanish for ""We are united."" ""This year's theme of togetherness and unity may speak to the larger issue of polarization that's facing the nation as a whole,"" says Abrajano.",left,2012
"""It may also hint at the idea that Democrats need to stay together and be united because of the way Republicans have been treating Latinos on the issue of immigration in recent years."" A newQuinnipiac University poll this weekshowed Obama retaining about a two-thirds lead over Romney among potential Hispanic voters.",left,2012
"From By Sarah McCammon The Iowa caucuses — the first contest of the 2012 presidential nominating season — were held Tuesday night. President Obama was unopposed, but Democrats met in caucuses across the state for what was essentially a pep rally. STEVE INSKEEP, HOST:Democrats have been trying to generate some enthusiasm.",left,2012
"The authoritative record of NPR’s programming is the audio record. OBAMA: You know, I think the main message that we're going to have in 2012 is that we've done a lot, but we've got a lot more to do. And that's why we need another four years to get it all done.MCCAMMON: Heath care remains an important issue for 38-year-old Des Moines resident William Sheets, who came to the caucus with his elderly mother, whom he cares for full-time.WILLIAM SHEETS: I'm a big supporter of the health care, and - because my daughters are in the health care system and they need some help in there - and we don't make that much money.",left,2012
"(Democrats may keep control of the Senate, but short of 60 votes it's difficult for any party to promote its agenda there.) ""The real obstacle will be the House, and there he'll have to be exceedingly aggressive,"" says Thomas Mann, a congressional scholar at the Brookings Institution who haswritten criticallyof contemporary Republicans. He believes the perils of the fiscal cliff give Obama a ""reasonable chance"" of extracting a deal from congressional Republicans, who aren't in favor of raising taxes on top earners, as Obama favors. ""They won't drop their objections,"" Mann says.",left,2012
"President, you go first. PRESIDENT BARACK OBAMA:Well, thank you very much, Jim, for this opportunity. I want to thank Governor Romney and the University of Denver for your hospitality.",left,2012
"ROMNEY:Thank you, Jim. It's an honor to be here with you, and I appreciate the chance to be with the president.",left,2012
MR. ROMNEY:Well -- MR. LEHRER:Let's just stay on taxes for -- MR.,left,2012
"LEHRER:Let's just stay on taxes for -- MR. ROMNEY:But I — but I — right, right. MR.",left,2012
"It's arithmetic. Now, Governor Romney and I do share a deep interest in encouraging small-business growth. So at the same time that my tax plan has already lowered taxes for 98 percent of families, I also lowered taxes for small businesses 18 times.",left,2012
LEHRER:Just for the — just for the record -- MR. ROMNEY:These small businesses we're talking about -- MR. LEHRER:Excuse me.,left,2012
ROMNEY:Yeah. MR.,left,2012
"ROMNEY:You bet. Well, President, you're — Mr.",left,2012
"That's by far the most effective and efficient way to get this budget balanced. PRESIDENT OBAMA:Jim, I — you may want to move on to another topic, but I would just say this to the American people. If you believe that we can cut taxes by $5 trillion and add $2 trillion in additional spending that the military is not asking for — $7 trillion, just to give you a sense, over 10 years that's more than our entire defense budget — and you think that by closing loopholes and deductions for the well-to-do, somehow you will not end up picking up the tab, then Governor Romney's plan may work for you.",left,2012
"So you may keep referring to it as a $5 trillion tax cut, but that's not my plan. PRESIDENT OBAMA:OK. MR.",left,2012
"MR. ROMNEY:Number two, let's look at history. My plan is not like anything that's been tried before.",left,2012
LEHRER:Way over the two minutes. PRESIDENT OBAMA:Sorry. MR.,left,2012
"MR. ROMNEY:I — look, the revenue I get is by more people working, getting higher pay, paying more taxes. That's how we get growth and how we balance the budget.",left,2012
"And it's actually an accounting treatment, as you know, that's been in place for a hundred years. Now -- PRESIDENT OBAMA:It's time to end it. MR.",left,2012
LEHRER:Let's have -- MR. ROMNEY:What we do have right now is a setting -- MR. LEHRER:Excuse me.,left,2012
"LEHRER:Sure — it — you bet. PRESIDENT OBAMA:— of our deficits right now. You know, my grandmother, some of you know, helped to raise me.",left,2012
"MR. ROMNEY:Well, Jim, our seniors depend on these programs. And I know any time we talk about entitlements, people become concerned that something's going to happen that's going to change their life for the worst, and the answer is, neither the president nor I are proposing any changes for any current retirees or near retirees, either to Social Security or Medicare.",left,2012
"ROMNEY:— right, not for current retirees. PRESIDENT OBAMA:For — for — so if you're — if you — you're 54 or 55, you might want to listen, because this — this will affect you. The idea, which was originally presented by Congressman Ryan, your running mate, is that we would give a voucher to seniors, and they could go out in the private marketplace and buy their own health insurance.",left,2012
MR. ROMNEY:So that's — that's number one. MR.,left,2012
MR. ROMNEY:— cost and without a profit. MR.,left,2012
"MR. ROMNEY:If that's the case, then it will always be the best product that people can purchase. But my experience -- MR.",left,2012
MR. ROMNEY:Regulation is essential. You can't have a free market work if you don't have regulation.,left,2012
"MR. ROMNEY:In some places, yes, in other places, no. MR.",left,2012
"Because if you do, then Governor Romney is your candidate. But that's not what I believe.",left,2012
"MR. ROMNEY:— have qualified mortgages, and if you give a mortgage that's not qualified, there are big penalties. Except they didn't ever go on to define what a qualified mortgage was.",left,2012
"Governor, tell the — tell the president directly why you think what he just said is wrong about ""Obamacare."" MR. ROMNEY:Well, I did with my first statement. PRESIDENT OBAMA:You did.",left,2012
MR. ROMNEY:I'll elaborate. Exactly right.,left,2012
"MR. ROMNEY:In my opinion, the government is not effective in — in bringing down the cost of almost anything. As a matter of fact, free people and free enterprises trying to find ways to do things better are able to be more effective in bringing down the costs than the government will ever be.",left,2012
Intermountain Health Care does it superbly well. PRESIDENT OBAMA:They do. MR.,left,2012
"The private market and individual responsibility always work best. PRESIDENT OBAMA:Let me just point out, first of all, this board that we're talking about can't make decisions about what treatments are given. That's explicitly prohibited in the law.",left,2012
And that doesn't help the millions of people out there with pre-existing conditions. There's a reason why Governor Romney set up the plan that he did in Massachusetts. It wasn't a government takeover of health care.,left,2012
"LEHRER:Do you think you have a difference with your views and those of Governor Romney on — about education and the federal government? PRESIDENT OBAMA:You know, this is where budgets matter because budgets reflect choices. So when Governor Romney indicates that he wants to cut taxes and potentially benefit folks like me and him, and to pay for it, we're having to initiate significant cuts in federal support for education, that makes a difference.",left,2012
"So when Governor Romney indicates that he wants to cut taxes and potentially benefit folks like me and him, and to pay for it, we're having to initiate significant cuts in federal support for education, that makes a difference. You know, his running mate, Congressman Ryan, put forward a budget that reflects many of the principles that Governor Romney's talked about. And it wasn't very detailed.",left,2012
PRESIDENT OBAMA:I suspect it'll be a small agreement. MR.,left,2012
"ROMNEY:It's going over well in my state, by the way, yeah. PRESIDENT OBAMA:The — where their partnering so that — they're designing training programs, and people who are going through them know that there's a job waiting for them if they complete them. That makes a big difference.",left,2012
Eyder Peralta President Obama casts his early ballot on at the Martin Luther King Community Center in Chicago.Mandel Ngan/AFP/Getty Imageshide caption President Obama casts his early ballot on at the Martin Luther King Community Center in Chicago. First Lady Michelle Obama prepares her absentee ballot for the upcoming elections.Jocelyn Augustino/Obama For Americahide caption First Lady Michelle Obama prepares her absentee ballot for the upcoming elections. Update at 5:19 p.m.,left,2012
"When Obama handed his license to the poll worker, he joked that they should ignore the fact that he has no grey hair in the picture. The poll worker actually checked if the picture on his ID matched the face.",left,2012
"First lady Michelle Obama also voted early, sending her ballot by mail Wednesday. The vote will make Obamathe first president in history to cast an early ballot.",left,2012
"The paper reports: ""After the Virginia strop, Obama planned to set an example by flying to Chicago to cast his own early ballot. ""'I can't tell you who I'm voting for — it""s a secret ballot,' Obama joked in Virginia, the sixth of eight stops on his national tour. But he added that another early voter — first lady Michelle Obama — 'said she voted for me.'"" As with everything this close to a general election, the politics of Obama's early vote are being dissected.",left,2012
"But after closing the gap between himself and the president, Romney's gains seemed to hit a wall — at least temporarily. Ayres, the Republican half of the NPR polling team, said most of the gains for Romney had come among independents, who went from favoring Romney by a few points before the debates to favoring him 51 percent to 39 percent after the debates. In 2008, candidate Barack Obama won among independent voters.",left,2012
"Ayres, the Republican half of the NPR polling team, said most of the gains for Romney had come among independents, who went from favoring Romney by a few points before the debates to favoring him 51 percent to 39 percent after the debates. In 2008, candidate Barack Obama won among independent voters. ""So were it not for the debates,"" Ayres concluded, ""I think Obama would be cruising to a victory right now.",left,2012
"In 2008, candidate Barack Obama won among independent voters. ""So were it not for the debates,"" Ayres concluded, ""I think Obama would be cruising to a victory right now. Because of the debates, this is going to be an incredibly close election."" There is direct evidence for that in the NPR poll, which found 34 percent saying the debates made them more likely than they had been to vote for Romney.",left,2012
"""So were it not for the debates,"" Ayres concluded, ""I think Obama would be cruising to a victory right now. Because of the debates, this is going to be an incredibly close election."" There is direct evidence for that in the NPR poll, which found 34 percent saying the debates made them more likely than they had been to vote for Romney. Just 28 percent said the debates made them more likely to vote for the president.",left,2012
"Favorable Attitudes Toward Obama But Ayres' Democratic counterpart, Greenberg, said he still saw the latest poll as evidence the president would be re-elected. ""For me the main takeaway is Barack Obama will be president if this poll holds,"" he said. While conceding that the debates had helped Romney establish himself with a slice of the electorate, Greenberg insisted the real battle was in the target states where the president still maintains a small lead.",left,2012
"While conceding that the debates had helped Romney establish himself with a slice of the electorate, Greenberg insisted the real battle was in the target states where the president still maintains a small lead. He called it ""the kind of lead that could allow you to be re-elected as president."" The battleground offers some support for Greenberg's view, because attitudes toward the president are better there (54 percent favorable to 44 percent unfavorable) and attitudes toward Romney are worse (46 percent favorable to 49 percent unfavorable). Both pollsters agreed the element of Hurricane Sandy and the protracted coverage of storm damage and cleanup would distract voters in the final days of the campaign.",left,2012
"By Robert Krulwich Look at this map, and notice that deep, deep in the Republican South, there's a thin blue band stretching from the Carolinas through Georgia, Alabama and Mississippi. These are the counties that went for Obama in the last election. A blue crescent in a sea of red.",left,2012
"Those counties, as he writeshere, went for Obama because trillions and trillions and trillions of teeny sun-loving creatures died there. He's talking about plankton.",left,2012
"This, says marine biologist McClain, explains that odd stretch of Obama blue; it's African-Americans sitting on old soil from ancient organisms that turned sunshine into fertilizer.",left,2012
"Whoa, keep your eyes on the road! This isNeed for Speed: Carbon, one of 18 games that the Obama campaign advertised in during the 2008 campaign. This year, President Obama is back at it, running ads inMadden NFL 13, on the free online game site Pogo.com, and in mobile games likeTetris.",left,2012
"Maybe it's just math, but it may also be a great political accomplishment. President Obama has put together a coalition that's not only been a winner for him, but promises to pay dividends to his party for years to come. A mix of minorities, young people and educated white professionals has now driven him to two majority-vote presidential victories — the first Democrat to pull that off since Franklin D.",left,2012
"With whites shrinking as a share of the electorate — andRepublicansstruggling to appeal to minorities — it wasn't enough. To some extent, Obama was building on past party success. Minority groups have traditionally favored Democrats, and women haven't given a majority of their votes to a Republican since1988.",left,2012
"""The strong support of young people for Democratic candidates is relatively recent, but it predates Obama — young voters were John Kerry's best age group in 2004."" Obama benefited from the growth in the minority share of the electorate. But he was also able to build up the margins among such groups.",left,2012
"""This may have cost them Florida, Nevada, Colorado and possibly Virginia."" 2016 And Beyond But while Obama has clearly marked a path toward success for Democratic candidates, there's no guarantee they'll be able to stay on it. Obama may have a special appeal for certain minority groups as the nation's first African-American president. And his campaign was especially assiduous about turning out members of demographic groups previously notorious for failing to vote as reliably as whites and senior citizens.",left,2012
"Democrats are feeling pretty optimistic. Not only is Obama a two-time winner, he's won over groups that will continue to grow as a share of the electorate. (Remember that this was the year when minority births in the U.S.",left,2012
