Fragment,Label,Year
"Although the same chain of events that culminated in the 2020 election being manipulated to deny Donald Trump his re-election emerging yet again, his supporters have become utterly oblivious and completely dismissive of the premise that the same outcome could be achieved in 2024, despite the same framework clearly being in place.",right,2020
"Although the same chain of events that culminated in the 2020 election being manipulated to deny Donald Trump his re-election emerging yet again, his supporters have become utterly oblivious and completely dismissive of the premise that the same outcome could be achieved in 2024, despite the same framework clearly being in place. The facade of the COVID-19 pandemic in 2020 created an entirely unprecedented election process which catered to the scale of electoral fraud needed to have Biden installed as president. While the emergence of a new strain of avian flu has led some to believe a similar plandemic could be implemented for the same reasons, the political climate cultivated since Biden took the Oval Office negates that necessity.However, that does not mean an alternative is not in place.That alternative is fueled by one of the hallmarks of the Biden administrations term in office: its failure to secure the southern border.",right,2020
"While the emergence of a new strain of avian flu has led some to believe a similar plandemic could be implemented for the same reasons, the political climate cultivated since Biden took the Oval Office negates that necessity.However, that does not mean an alternative is not in place.That alternative is fueled by one of the hallmarks of the Biden administrations term in office: its failure to secure the southern border. It has often been said that one man's trash is another man's treasure and by the same token one man's failure is another man's triumph.",right,2020
"It has often been said that one man's trash is another man's treasure and by the same token one man's failure is another man's triumph. While the border crisis that has escalate to catastrophic proportions became one of the central issues that instigated the cultural shift among the electorate provoking them to turn against Biden,that damage done by the influx of illegal immigrants may prove to be offset by an even more politically advantageous benefit: their votes.The newly imported 10 million or so illegal immigrants provide the Democratic Party with a new tool at their disposal. While the  same scale of expansive mail-in balloting does not pose the same impact it did in 2020, the number of undocumented identities that can be utilized to cast illegitimate votes for Kamala Harris shows that an even more potent mechanism for fraud.",right,2020
"While the  same scale of expansive mail-in balloting does not pose the same impact it did in 2020, the number of undocumented identities that can be utilized to cast illegitimate votes for Kamala Harris shows that an even more potent mechanism for fraud. Unbelievable…The Biden Administration is Registering Illegal Aliens to Vote When they Come to America• Is there any Question the Overwhelming Majority of Illegals Will Vote Democrat?—— None… NGO’s are Grooming Illegal Aliens along their journey to America• Illegal…pic.twitter.com/J6hEvKouPS This looming threat is not lost upon the Republican Party, as evidenced by the push to pass the Safeguard American Voter Eligibility (""SAVE"") Act. While non-citizen voting in federal elections is prohibited under federal law, the National Voter Registration Act of 1993 prevents states from confirming citizenship status at the ballot box.Only New Mexico, Tennessee, and Virginia even require applicants to provide a full social security number to register to vote.In the interest of mitigating that threat, the House Of Representatives passed the SAVE Act, which would have required voters to present proof of citizenship to cast their votes.",right,2020
"Furthermore, it would inevitably be vetoed by President Biden even if it was able to be passed by both bodies on Congress with any feasible voting margins to get it on his desk to begin with too slim to overturn the veto.",right,2020
"Only North Dakota, New Hampshire, Wisconsin, and Wyoming have implemented more stringent measures to prevent potential voter fraud. Trump lost Wisconsin by 20,000.Trump lost Pennsylvania by 80,000.Trump lost Michigan by 150,000.He then was smoked in all 3 in 2022.Democrats control election laws and mail-in voting rules in all 3.He can’t win without flipping at least one.He’s going to lose all 3…https://t.co/5DAs6vfTaW While the threat of illegal immigrants fraudulently voting in the 2024 Presidential Election poses a distinctly different issue than the expanded mail-in voting that arose in 2020, the latter issue has not been entirely resolved. Although mail-in voting turnout will certainly be significantly less than it was during the last election, the issues it presents have re-emerged in two key battleground states: Pennsylvania and Wisconsin.",right,2020
"Just like when Donald Trump lost both of those states in 2020, Pennsylvania and Wisconsin were two states who took until days after the election to declare a winner. That problem persists into this year as neither state has instigated reforms to expedite the processing of counting mail-in voters such as absentee ballots.",right,2020
"In her dissent, Bradley wrote“The legitimacy of elections continues to be questioned, each side accusing the other of ‘election interference’ and ‘threatening democracy,'""Going on to state that the majority decision in the case will only ""fuel the fires of suspicion."" The concerns expressed by the justice demonstrates that conservative politicians and voters have done little to assuage the peril that persists despite the vociferous claims of malfeasance in the wake of the 2020 elections. Kamala held her 1st rally in Wisconsin and could barely fill a high school gymWhen Trump goes to Wisconsin, he has overflow crowdsWisconsin Democrats know this which is why they’re bringing back dropboxes to steal it againpic.twitter.com/G5qSPS8CGN This naivety is perhaps best exemplified by the 2022 Midterm Elections. Heading into midterms that year, the incompetence of the Biden administration had already become utterly apparent.",right,2020
"Heading into midterms that year, the incompetence of the Biden administration had already become utterly apparent.",right,2020
"This fueled optimism of a ""red wave"" which would turn the tables against Biden by putting the House and Senate in the hands of Republicans. While Republicans won a slight majority that failed to meet expectations in the house, they failed to secure a majority in the Senate.",right,2020
More discerning judgment has been replaced with demagoguery as the political theater playing out during the election year from sweeping decisions that have defeated the Biden administrations lawfare against Donald Trump to the apotheosis of the assassination attempt against him have left his supporters a feeling that his re-election has seemingly been pre-ordained. This same sentiment existed in 2020 as the culture wars leading to riots in the streets across the country and the authoritarian pandemic response measures supported by the liberal portion of the electorate left Trump supporters confident that him defeating Biden was as close to a sure thing as possible.,right,2020
More discerning judgment has been replaced with demagoguery as the political theater playing out during the election year from sweeping decisions that have defeated the Biden administrations lawfare against Donald Trump to the apotheosis of the assassination attempt against him have left his supporters a feeling that his re-election has seemingly been pre-ordained. This same sentiment existed in 2020 as the culture wars leading to riots in the streets across the country and the authoritarian pandemic response measures supported by the liberal portion of the electorate left Trump supporters confident that him defeating Biden was as close to a sure thing as possible. That hubris has re-emerged in tandem with a chain of events that bears a stunning similarity to how the political establishment put a system in place to determine the outcome of the 2020 election.,right,2020
"Originally published viaArmageddon Prose: Trump spared not the rod for aspirational war criminal and daughter ofbona fidewar criminal, Liz Cheney, in recent comments to Tucker Carlson regarding the psychological nature of the Washington warmongering elite. Related:You’ll Never Guess to Whom Hillary Clinton Compared Trump (Actually, You Will) ViaHuffPost(emphasis added): “Donald Trump attacked Liz Cheney for being a “radical war hawk”on Thursday beforeimagining a violent scene where the former GOP representative had guns aimed at her.",right,2020
"Originally published viaArmageddon Prose: Trump spared not the rod for aspirational war criminal and daughter ofbona fidewar criminal, Liz Cheney, in recent comments to Tucker Carlson regarding the psychological nature of the Washington warmongering elite. Related:You’ll Never Guess to Whom Hillary Clinton Compared Trump (Actually, You Will) ViaHuffPost(emphasis added): “Donald Trump attacked Liz Cheney for being a “radical war hawk”on Thursday beforeimagining a violent scene where the former GOP representative had guns aimed at her. “Let’s put her with a rifle standing there with nine barrels shooting at her, OK?",right,2020
"He added, “You know, they’re all war hawks when they’re sitting in Washington in a nice buildingsaying, ‘Aw, gee will, let’s send — let’s send 10,000 troops right into the mouth of the enemy.’”” The corporate media, as one might expect, deliberately or unintentionally — let’s not assume they are not too dumb to understand rhetorical devices — let fly right over their heads the obvious and non-literal point that Trump was making about warhawks warmongering with no skin in the game. ViaCNN(emphasis added): “Trump’s suggestion that Cheney be fired upon represents an escalation of the violent language he has used to target his political foes.",right,2020
ViaCNN(emphasis added): “Trump’s suggestion that Cheney be fired upon represents an escalation of the violent language he has used to target his political foes.,right,2020
"In recent weeks, he has also suggested a military crackdown on political opponents he has described as “the enemy within.”… Harris has pointed to Trump’s actions and rhetoric — including in a speech she delivered this week from the Ellipse in Washington, the same site where Trump delivered his January 6, 2021, speech — as she tries to court independents and moderate Republicans. “Donald Trump intends to use the United States military against American citizens who simply disagree with him.",right,2020
"“Donald Trump intends to use the United States military against American citizens who simply disagree with him. People he calls ‘the enemy from within.’ This is not a candidate for president who is thinking about how to make your life better,” Harris said in her Tuesday night remarks.",right,2020
"“This is someone who is unstable, obsessed with revenge, consumed with grievance, and out for unchecked power.”” I’m halfway to believing there is some literal metaphysical law dictating that whatever the Deep State propaganda machine accuses Trump of doing must be what it does itself.",right,2020
"Related:EXCLUSIVE: Nonviolent ‘J6 Granny’ Slapped With Bitter Sentence ·       Trump is the only candidate in this race who’s nearly had his ear blown off ·       The Biden regime DoD,which I recently reported on, recently made killing American citizens to manage “emergencies” — as defined by the government — official policy ·       The Democrats have a lengthy and documented history of election denial on par with, if not exceeding, Trump’s in 2020  Ben Bartee is an independent Bangkok-based American journalist with opposable thumbs.",right,2020
"  Authored by Eric Weinstein as posted on X.com With  andemphasis Eric Weinstein returned toThe Piers Morgan Uncensoredprogram conveying to the host that  the rules-based international order are ""deathly afraid"" of Donald Trump becoming President again and are  doing everything possible to prevent that outcome; just as they did in 2020.",right,2020
"Here is that post followed by theinterview: A lot of Kamala supporting skeptics are asking me what I mean by“Donald Trump may not be allowed to become president again”in 2024 I think I am going to use this opportunity to show you why many sceptics, debunkers and educated people who reflexively and derisively target others as conspiracy theorists, are rapidly losing *everyone* smart and independent.",right,2020
"TODAY: Eric Weinstein returns to Uncensored to tells Piers Morgan the rules-based international order are ""deathly afraid"" of an 'emboldened' Donald Trump becoming President again.On YouTube from 7pm (UK).Subscribe:https://t.co/rjKBiS5Ahl@EricRWeinstein|@piersmorganpic.twitter.com/yvrZ6KOxj3 Full interviewHERE So what has all this to do with the army of insufferable character-assassins clothed as skeptics who laugh and laugh and laugh at conspiracy theorists?",right,2020
"5 election,claiming that the company only displays ""bad stories"" about him. Trump, in his post on Truth Social, gave no evidence for his assertion about Google. ""It has been determined that Google has illegally used a system of only revealing and displaying bad stories about Donald J.",right,2020
"""It has been determined that Google has illegally used a system of only revealing and displaying bad stories about Donald J. Trump, some made up for this purpose while, at the same time, only revealing good stories about"" Democratic presidential candidate Kamala Harris, Trump said. ""This is an illegal activity, and hopefully the Justice Department will criminally prosecute them for this blatant interference of elections,"" Trump said.",right,2020
"Trump, some made up for this purpose while, at the same time, only revealing good stories about"" Democratic presidential candidate Kamala Harris, Trump said. ""This is an illegal activity, and hopefully the Justice Department will criminally prosecute them for this blatant interference of elections,"" Trump said. ""If not, and subject to the laws of our country, I will request their prosecution, at the maximum levels, when I win the election, and become president of the United States."" Google did not immediately respond to a request for comment.",right,2020
"Trump made a similar claim about Google in 2019, according to the Washington Post. He alleged in a series of posts on Twitter, now known as X, that Google favored negative news stories about him in the 2016 presidential election, according to the Post.Google dismissed the claims at the time.” You see, Google said they didn’t do it — and that’s good enough for Reuters!",right,2020
"The answer can never be arrived at if the question is never asked. Related:Quantitative Analysis Shows Google Steered 6 Million Votes to Biden in 2020 ViaPsychological and Cognitive Sciences(emphasis added): “Companies could affect—and perhaps are already affecting—the outcomes of close elections worldwide.Restricting search ranking manipulations to voters who have been identified as undecided while also donating money to favored candidates would be an especially subtle, effective, and efficient way of wielding influence. Although voters are subjected to a wide variety of influences during political campaigns, we believe that themanipulation of search rankings might exert a disproportionately large influence over voters for four reasons: First, as we noted,the process by which search rankings affect voter preferences might interact synergistically with the process by which voter preferences affect search rankings, thus creating a sort of digital bandwagon effect that magnifies the potential impact of even minor search ranking manipulations.",right,2020
"This is because many races are very close and because Google’s persuasive technologies are very powerful (Epstein & Robertson, 2015a).” The cherry on the fascist cake is Google’s executive leadership’s unqualified, brazen leaked admission that their overriding mission moving forward after Trump stunned the world in 2016 would be to make sure actual democracy was never allowed to break through the social engineers’ firewall ever again. ViaBreitbart, 2018(emphasis added): “A video recorded by Google shortly after the 2016 presidential election reveals an atmosphere of panic and dismay amongst the tech giant’s leadership, coupled with a determination to thwart both the Trump agenda and the broader populist movement emerging around the globe… The video is a full recording of Google’s first all-hands meeting following the 2016 election (these weekly meetings are known inside the company as “TGIF” or “Thank God It’s Friday” meetings).",right,2020
"This is because many races are very close and because Google’s persuasive technologies are very powerful (Epstein & Robertson, 2015a).” The cherry on the fascist cake is Google’s executive leadership’s unqualified, brazen leaked admission that their overriding mission moving forward after Trump stunned the world in 2016 would be to make sure actual democracy was never allowed to break through the social engineers’ firewall ever again. ViaBreitbart, 2018(emphasis added): “A video recorded by Google shortly after the 2016 presidential election reveals an atmosphere of panic and dismay amongst the tech giant’s leadership, coupled with a determination to thwart both the Trump agenda and the broader populist movement emerging around the globe… The video is a full recording of Google’s first all-hands meeting following the 2016 election (these weekly meetings are known inside the company as “TGIF” or “Thank God It’s Friday” meetings). Sent to Breitbart News by an anonymous source,it features co-founders Larry Page and Sergey Brin, VPs Kent Walker and Eileen Naughton, CFO Ruth Porat, and CEO Sundar Pichai… These individuals, who preside over a company with unrivaled influence over the flow of information,can be seen disparaging the motivations of Trump voters and plotting ways to use their vast resources to thwart the Trump agenda.",right,2020
"Sent to Breitbart News by an anonymous source,it features co-founders Larry Page and Sergey Brin, VPs Kent Walker and Eileen Naughton, CFO Ruth Porat, and CEO Sundar Pichai… These individuals, who preside over a company with unrivaled influence over the flow of information,can be seen disparaging the motivations of Trump voters and plotting ways to use their vast resources to thwart the Trump agenda.",right,2020
Co-founder Sergey Brin can be heard comparing Trump supporters to fascists and extremists.,right,2020
"Brin argues that like other extremists, Trump voters were motivated by “boredom,” which he says in the past led to fascism and communism. The Google co-founder then asks his company to consider what it can do to ensure a “better quality of governance and decision-making.” VP for Global Affairs Kent Walker argues that supporters of populist causes like the Trump campaign are motivated by “fear, xenophobia, hatred, and a desire for answers that may or may not be there.” Later,Walker says that Google should fight to ensure the populist movement – not just in the U.S.",right,2020
"Brin argues that like other extremists, Trump voters were motivated by “boredom,” which he says in the past led to fascism and communism. The Google co-founder then asks his company to consider what it can do to ensure a “better quality of governance and decision-making.” VP for Global Affairs Kent Walker argues that supporters of populist causes like the Trump campaign are motivated by “fear, xenophobia, hatred, and a desire for answers that may or may not be there.” Later,Walker says that Google should fight to ensure the populist movement – not just in the U.S. but around the world – is merely a “blip” and a “hiccup” in a historical arc that “bends toward progress.” CEO Sundar Pichai states that the company willdevelop machine learning and A.I.",right,2020
"While the probability of a Red Sweep has declined over the past week, the real question ishow much of this scenario has already been priced in by marketsbefore things potentially turn contentious after November 5th. Rather than being swayed by the propagandistic noise from both candidates about theirtrack records in leading, directly or indirectly, over the past eight years, and to avoid the echo of numerous speculations spread by financial media with political and financial interests misaligned with their audiences, a closer look at economic data from the Trump presidency (January 2017 to January 2021) and the Biden presidency (January 2021 to October 2024) offers a clearer picture. Indeed, everyone knows thatcontrary to politicians and banksters, numbers never lie.Looking at inflation, which affects consumers, voters, and investors alike, is afar better indicator than any political propagandato look at how the presidents and what we can expect they will do.",right,2020
"Admittedly, while Trump’s term was impacted by the economic fallout of the COVID pandemic, it's true thatUS misery under Biden has declinedsince the start of his term.",right,2020
"At the end of the day, for investors,the crucial factor isn’t which party dictates the rules of the game, but ratherhow those rules impact the performance of their financial assets.Notably, despite periodic black swan events, independent of who occupies the White House, theS&P 500 has delivered an impressive average annualized nominal return of 13%over the last three presidencies, regardless of party affiliation. For fixed income investors,life has been much less favourable under Biden than it was during Trump’s termor even during the Obama presidency. While the Biden presidency will be remembered in financial history as a period ofreckless government spendingaimed at addressing the climate change agenda, which was created for geopolitical reasons toplease the deep state in its fight against the mercantilist global south, the reality of the mathematics is that, on an annualized percentage rate of change,Bush, Obama, and Trump increased public debt at a much faster rate than Biden.",right,2020
"For fixed income investors,life has been much less favourable under Biden than it was during Trump’s termor even during the Obama presidency. While the Biden presidency will be remembered in financial history as a period ofreckless government spendingaimed at addressing the climate change agenda, which was created for geopolitical reasons toplease the deep state in its fight against the mercantilist global south, the reality of the mathematics is that, on an annualized percentage rate of change,Bush, Obama, and Trump increased public debt at a much faster rate than Biden. A quick look at the evolution of the USD under the last 4 US presidents shows that, despite imposing tariffs for the first time since the world became globalized, the last Trump presidency saw a decline of around 9.0% in the USD index.",right,2020
"A quick look at the evolution of the USD under the last 4 US presidents shows that, despite imposing tariffs for the first time since the world became globalized, the last Trump presidency saw a decline of around 9.0% in the USD index. In contrast,the weaponization of USD assets under the Bidenadministration resulted in an increase of over 15% in the USD index, as investors, despite the ongoing ‘de-dollarization’ environment, continued to allocate assets within the USD system to preserve their wealth from the destruction associated with the wars initiated in Eastern Europe and the Middle East during Biden's tenure.",right,2020
"In contrast,the weaponization of USD assets under the Bidenadministration resulted in an increase of over 15% in the USD index, as investors, despite the ongoing ‘de-dollarization’ environment, continued to allocate assets within the USD system to preserve their wealth from the destruction associated with the wars initiated in Eastern Europe and the Middle East during Biden's tenure. Investors must understand that as the global south begins to trade internally outside the USD system, itreduces the availability of USD to repay its stockpiles of USD-denominated debt.",right,2020
"For commodity investors, examining the performance of crude oil under the last two US presidents reveals key insights. During Trump's presidency, pragmatic geopolitical policies and the impact of COVID-19 on oil demand, severely affecting mobility, resulted inoil prices ending slightly down from where they started,despite high volatility. In contrast, Biden's administration has contributed to rising geopolitical tensions worldwide and implemented more restrictions on shale oil production.",right,2020
"In contrast, Biden's administration has contributed to rising geopolitical tensions worldwide and implemented more restrictions on shale oil production.",right,2020
"Therefore, it should come as no surprise that Biden's tenure is shaping up to beone of the most profitable for oil investorsaccustomed to wild price swings throughout business cycles.",right,2020
"Unsurprisingly, since Biden will be remembered for theweaponization of USD assets, he will be remembered in history books as theUS president who altered the confidence of people in governments, in the US and abroad. It is therefore no surprise that Bidenomics has been very favourable to those investors who understand thatonly physical goldstored in a secure private vault is anasset with no counterparty riskand offersa genuine hedge against reckless government behaviourregarding monetary, fiscal, and freedom policies.",right,2020
"Treasury ratio and its position relative to its 7-year moving average(to know if the economy is in an inflationary or deflationary phase). Examining the evolution of the S&P 500 to oil ratio relative to its 7-year moving average during the last 4 US presidencies, we can conclude thatthe ratio fell below the 7-year moving average at the start of Bush's mandatein February 2002, and the economy remained in a bust mode until February 2013 under Obama, whichdelivered a booming US economy to Trump.He maintained the US economy in a boom phase throughout his term, despite the wild ride related to the COVID pandemic and its impact on supply chain disruptions. In contrast, the Biden presidency was much more chaotic, asthe US economy oscillated between boom from January 2021 to bust in February 2022, moving intoa bust between February 2022 and March 2023before moving back decisively intoa boom since November 2023.",right,2020
"In contrast, the Biden presidency was much more chaotic, asthe US economy oscillated between boom from January 2021 to bust in February 2022, moving intoa bust between February 2022 and March 2023before moving back decisively intoa boom since November 2023. Looking at the other ratio that matters for describing the business cycle and how to allocate portfolios,the gold to US Treasury index and its position relative to its 7-year moving average, it is clear thatthe ratio crossed above its 7-year moving average in October 2003.",right,2020
"Looking at the other ratio that matters for describing the business cycle and how to allocate portfolios,the gold to US Treasury index and its position relative to its 7-year moving average, it is clear thatthe ratio crossed above its 7-year moving average in October 2003. The US economy remained in an inflationary mode from then until October 2013 under Obama, who delivereda deflationary economy to Trump in early 2017. Trump inflated his way out of this situation in July 2019, and since then, the inflationary environment has only worsened due to reckless government spending under Biden and his Keynesian agenda.",right,2020
"The US economy remained in an inflationary mode from then until October 2013 under Obama, who delivereda deflationary economy to Trump in early 2017. Trump inflated his way out of this situation in July 2019, and since then, the inflationary environment has only worsened due to reckless government spending under Biden and his Keynesian agenda. Savvy investors understand that the use of fiat currencies in an inflationary environment can create amonetary illusion.",right,2020
"As shown before, regardless of who is the next tenant of the White House, investors should now understand that the liquidity cycle, whichhistorically lasts for 65 months,will peak in late 2025. The peak of the liquidity tsunami will coincide with a wave of debt refinancing as both candidates, Trump and Harris, agree on one key issue:increasing US government debt. Both favourspending trillions more annually than the federal government collects in taxesto appease certain groups, including the disadvantaged and wealthy bankers.",right,2020
"Despite having campaigned alongside Trump over the past few months, Robert J.",right,2020
"On a side note, everyone must remember that as the current sitting Vice-President,Kamala Harris will be the one who will have to certify the results of the November 5thelectionand as a member of the Senate she could also be the one with the decisive vote in selecting the next US Vice President. https://constitution.congress.gov/browse/article-2/section-1/ This scenario raises thepossibility of the President and Vice President coming from different parties.For example, the 47th US President could be Trump, while the Vice President could be Tim Walz, or vice versa, with Kamala Harris as President and J.D. Vance as Vice President.",right,2020
"Such outcomes would inevitably lead toan ungovernable situation, exacerbating divisions between red and blue states and accelerating the disunion of the U.S., which seems already increasingly inevitable. When he isn’t joking about frying French fries at McDonald’s or driving a garbage truck, Donald Trump occasionally referencesWilliam McKinley, the 25th U.S. president, known for hiscommitment to protectionist policies.",right,2020
"In this context, investors, voters, and every citizen must understand that, while highly controversial,Joe Biden could justify a declaration of necessityif Russia, China, North Korea, or Iran were to declare war or attack before the election, or in the ‘lame duck period’ until January 20th.",right,2020
"After that, Joe Biden would only need toresign as president on January 20thor before, likely arguing that he is not physically or mentally fit to be a ""War President."" This wouldmake Kamala Harris the ‘de facto president’of the US, fulfilling the requirement to transfer power before January 21st of the year following the 4-year election cycle.",right,2020
"These ordersallow presidents to direct agencies to advance policy priorities without Congress, though they are subject to judicial review to ensure constitutional authority. For example, Trump’s border-wall order was challenged in court for overstepping spending authority, and Biden later rescinded it. Without a court ruling,only a president can reverse an executive order, though Congress can pass legislation to override it.",right,2020
"Without a court ruling,only a president can reverse an executive order, though Congress can pass legislation to override it. If elected, Trump may use executive orders tohalt or reshape financial regulationsestablished under the Biden administration, potentially pausing key rules like the Basel III Endgame for major banks or the CFPB’s tech oversight proposal. He could alsofreeze agency budgetsand prompt the Medicare agency to pursue deep drug price cuts within the Inflation Reduction Act framework, while considering reference pricing for Part B drugs to standardize costs based on lower pricing benchmarks.",right,2020
"He could alsofreeze agency budgetsand prompt the Medicare agency to pursue deep drug price cuts within the Inflation Reduction Act framework, while considering reference pricing for Part B drugs to standardize costs based on lower pricing benchmarks. If re-elected, Trump may issue a second executive order targeting Section 230, the liability shield for internet companies. While a prior 2020 order urged the FCC to limit this shield, theagency took no action.",right,2020
"Since July, when Joe Biden exited the race, ABC, CBS, and NBC have provided Kamala Harris with 78% positive coverage, compared to only 15% neutral or positive coverage for Donald Trump.",right,2020
"Since July, when Joe Biden exited the race, ABC, CBS, and NBC have provided Kamala Harris with 78% positive coverage, compared to only 15% neutral or positive coverage for Donald Trump. https://www.newsbusters.org/blogs/nb/rich-noyes/2024/10/28/tv-hits-trump-85-negative-news-vs-78-positive-press-harris Read more and discover how to position your portfolio here:https://themacrobutler.substack.com/p/the-road-to-270 If this report has inspired you to invest in gold and silver, consider Hard Assets Alliance to buy your physical gold: https://hardassetsalliance.com/?aff=TMB At The Macro Butler, our mission is to leverage our macro views to provide actionable and investable recommendations to all types of investors. In this regard, we offer two types of portfolios to our paid clients.",right,2020
"blueapples on X Perhaps no state better represents the reverberations from the 2020 Presidential Election on America's electoral process than Georgia. Following Joe Biden's conquest of the pivotal swing state in 2020, it became a central focus of claims of election fraud on behalf of President Donald Trump. While the political climate following the allegedly rigged election has regressed to a mean that's become more favorable for Trump,the vestiges of the turmoil from the last presidential election that have remained unresolved in Georgia threaten to lay the groundwork for another contentious election certification process.That threat only continues to grow with the 2024 Presidential Election less than 2 months away, as mounting pressure from democratic operatives in Georgia threatens to purge supporters of Trump from the State Election Board in a political maneuver reminiscent of those which cost Trump the 2020 election.",right,2020
"Following Joe Biden's conquest of the pivotal swing state in 2020, it became a central focus of claims of election fraud on behalf of President Donald Trump. While the political climate following the allegedly rigged election has regressed to a mean that's become more favorable for Trump,the vestiges of the turmoil from the last presidential election that have remained unresolved in Georgia threaten to lay the groundwork for another contentious election certification process.That threat only continues to grow with the 2024 Presidential Election less than 2 months away, as mounting pressure from democratic operatives in Georgia threatens to purge supporters of Trump from the State Election Board in a political maneuver reminiscent of those which cost Trump the 2020 election. Although Georgia's State Election Board doe not determine the results of elections, the authority vested in it allows the board to write rules governing the administration of elections in the state and field complains about potential violations of them.",right,2020
