Text,Leaning,Year
"While there have been debates within the US ruling class over where and when to send troops since Vietnam, no segment of the corporate class questions the US alliance with the most stable capitalist power in the Middle East, Israel, the justice of the US wars in Iraq and Afghanistan, or the maintenance of nuclear hegemony.Trump has also made incendiary comments on “bombing the shit” out of the Islamic State forces, threatened to break off negotiations with the Iranian regime, and called for US allies to pay for US military and political protection.",left,2016
"Trump’s formal and off-the-cuff foreign policy proposals: his threat to pull out of NATO; his musings about removing the United States nuclear umbrella over Japan and South Korea; his pledge to slap hugetrade tariffs on China— are regarded with a mix of alarm and confusion.”As an advocate of an “America First” politics that has been rejected by the US corporate elite since the 1940s, Trump is perceived as a much less reliable agent of US capital globally than a committed and experienced imperialist politician like Hillary Clinton.Even more disturbing for the corporate elite are Trump’s positions on “free trade” and taxation.",left,2016
"From Bill Clinton’s signing of the North American Free Trade Agreement (NAFTA) to Obama’s proposed Trans-Pacific Partnership (TPP), the entire US capitalist class and its political representatives in both the Democratic and Republican parties have promoted the liberalization of trade and investment.Equally important to the neoliberal agenda is the lowering of taxes on US corporations and wealthy individuals, theoretically to promote investment.",left,2016
"Trump is opposed to both of these pillars of neoliberalism. He blames NAFTA and other trade deals for the loss of US manufacturing jobs, and calls for tariffs as high as 40 percent on imports to protect US jobs against “unfair” competition — despite warnings that this could spark a global trade war that could damage the role of US corporations in the world economy.",left,2016
"Nor do any section of capital in the United States support higher taxes on wealthy individuals or punitive taxation on those who “export American jobs.”Despite winning the nomination, Trump’s politics have alienated a broad swath of the Republican establishment.",left,2016
"Within a month of the Republican National Convention, more than seventy prominent Republicans sent a letter to the Republican National Committee urging it tocut off fundingto Trump’s campaign, and instead shift resources to vulnerable Republicans in house and senate seats.",left,2016
"Within a month of the Republican National Convention, more than seventy prominent Republicans sent a letter to the Republican National Committee urging it tocut off fundingto Trump’s campaign, and instead shift resources to vulnerable Republicans in house and senate seats. TheNew York Timesestimated that over one hundred ten Republican leaders had, by late August, declared that they could not campaign or vote for Trump.Trump’s right-wing nationalist populist positions on foreign policy, trade, and taxation help explain why growing segments of thecapitalist classin the United States — including former Tea Party backers like the Koch brothers —attempted to blockhis nomination. Even more ominously for Trump, traditionally Republican corporate funders are either sitting out the presidential election or supporting the more reliable spokesperson for capital, Hillary Clinton.AUSA Todaysurvey of 156 individuals, corporations, and organizations that have donated at least $1 million to super PACs since January 1, 2015 found that many who usually donate to Republican candidates “up and down the ticket” are not providing funds for Trump.",left,2016
"TheNew York Timesestimated that over one hundred ten Republican leaders had, by late August, declared that they could not campaign or vote for Trump.Trump’s right-wing nationalist populist positions on foreign policy, trade, and taxation help explain why growing segments of thecapitalist classin the United States — including former Tea Party backers like the Koch brothers —attempted to blockhis nomination. Even more ominously for Trump, traditionally Republican corporate funders are either sitting out the presidential election or supporting the more reliable spokesperson for capital, Hillary Clinton.AUSA Todaysurvey of 156 individuals, corporations, and organizations that have donated at least $1 million to super PACs since January 1, 2015 found that many who usually donate to Republican candidates “up and down the ticket” are not providing funds for Trump. Some are actually donating to Clinton, while others are focusing their donations on “down ticket” Republican candidates for the House and Senate.",left,2016
"Some are actually donating to Clinton, while others are focusing their donations on “down ticket” Republican candidates for the House and Senate. Not only has Clinton been successful in raising funds from investment bankers, but the usually Republicandefense industryis backing her two to one in campaign donations.Data on the overall contributions to presidential candidates through early August reveal an even more lopsided capitalist preference forClinton over Trump.",left,2016
"Not only has Clinton been successful in raising funds from investment bankers, but the usually Republicandefense industryis backing her two to one in campaign donations.Data on the overall contributions to presidential candidates through early August reveal an even more lopsided capitalist preference forClinton over Trump.",left,2016
"After deducting contributions from civil servants and public officials, nonprofit institutions, unions, retirees, and Democratic and Republican ideological groups, Clinton raised over $150 million from the capitalist class, compared to Trump’s mere $5.5 million.Clinton received over 90 percent of corporate donations from business services, education, health care and pharmaceutical producers, electronics manufacturers, construction services and contractors, lawyers, and the film-television-music industries.",left,2016
"She has garnered donations from over 80 percent of traditionally Republican capitalists in general manufacturing, finance-insurance-securities, and real estate (Trump’s own industry).",left,2016
"This is an especially big problem for Trump, who self-financed his primary campaign, but is not in a position to provide the approximately $1.5 billion needed to run in the general elections.Who are Trump’s voters? Despite claims that he has won the “white working class,” the vast majority ofTrump’s supporters, like those of the Tea Party, are drawn from the traditional and new middle classes, especially the older, white male and less well-off strata of these classes.",left,2016
"Despite claims that he has won the “white working class,” the vast majority ofTrump’s supporters, like those of the Tea Party, are drawn from the traditional and new middle classes, especially the older, white male and less well-off strata of these classes. Clearly, Trump’s right-wing opposition to neoliberal trade and tax policies resonates with a minority of older, white workers, including a minority of union members.However, the claims that most of his support comes from “the white working class” are based on aproblematic definitionof the “working class” as all non-Hispanic whites without a college education. Not only does this conception allow mainstream commentators to caricature white workers as ignoramuses swayed by demagogic buffoons like Trump, but it allows them to misrepresent the social basis of Trump’s campaign.First, while approximately 55 percent of Trump supporters do not have a bachelor’s degree, this demographic makes up approximately 70 percent of the US population — they areunderrepresentedamong Trump voters.",left,2016
"Not only does this conception allow mainstream commentators to caricature white workers as ignoramuses swayed by demagogic buffoons like Trump, but it allows them to misrepresent the social basis of Trump’s campaign.First, while approximately 55 percent of Trump supporters do not have a bachelor’s degree, this demographic makes up approximately 70 percent of the US population — they areunderrepresentedamong Trump voters. However, the college-educated white new middle class (professionals and managers), is approximately 30 percent of the population, but areoverrepresented,at 40 percent, among Trump supporters.",left,2016
"However, the college-educated white new middle class (professionals and managers), is approximately 30 percent of the population, but areoverrepresented,at 40 percent, among Trump supporters.",left,2016
"Not surprisingly, the median household income of Trump voters is around$70,000 annually.More importantly, the category “non-college educated whites” includesbothwage workers and the self-employed — the traditional middle class. TheEconomistfound that“better-paid and better-educated voters have always formed as big a part of Mr.",left,2016
"Trump’s base as those at the lower end of the scale for income and education.”A systematic review of Gallup polling data demonstrates, again, that most Trump supporters are part of the traditional middle class (self-employed) and those sectors of the new middle class (supervisors) who do not require college degrees. They tend to live in “white enclaves” isolated from immigrants and other people of color, have worse health than the average US resident, and are experiencing low rates of intergenerational mobility.",left,2016
"While not directly affected either by the decline of industry in the Midwest or by immigration, these sectors have experiencing declining living standards and are fearful about their children’s prospects of remaining in the middle class.The impact of three decades of neoliberalism, in particular the stagnation of real incomes and growing inequality, combined with massive losses of personal wealth (mostly housing values), growing personal debt, and growing economic insecurity among broad segments of the US working and middle classes since the recession of 2007–8, has fueled the deepening polarization of US politics.While younger working- and middle-class voters have beendisproportionately attractedto the left-wing populism of the Sanders campaign, older white middle-class voters have been drawn to Trump.",left,2016
"Caught between a decimated labor movement and an extremely aggressive capitalist class, parts of the middle classes are drawn to a politics that scapegoats immigrants, unions, women, LGBT people, and people of color. The Trump phenomenon is part and parcel of the growth of right-wing populism among the middle classes across the capitalist world, as seen in the growth of the UK Independence Party in Britain, the National Front in France, and the Five Star Movement in Italy.Right-wing populism is ideologically similar to the classic fascist movements of the 1920s and 1930s. Without question, the Trump campaign has allowed genuinely fascist elements in the United States — white supremacist organizations that physically confront unions, immigrants, native-born people of color, and LGBT people — to emerge into the political sunlight.Trump’s encouragement of physical violence against his political opponents and the emergence of the “Lion’s Guard” — “an informal civilian group dedicated to the safety and security of Trump supporters by exposing Far-Left rioters” — are alarming.",left,2016
"The Trump phenomenon is part and parcel of the growth of right-wing populism among the middle classes across the capitalist world, as seen in the growth of the UK Independence Party in Britain, the National Front in France, and the Five Star Movement in Italy.Right-wing populism is ideologically similar to the classic fascist movements of the 1920s and 1930s. Without question, the Trump campaign has allowed genuinely fascist elements in the United States — white supremacist organizations that physically confront unions, immigrants, native-born people of color, and LGBT people — to emerge into the political sunlight.Trump’s encouragement of physical violence against his political opponents and the emergence of the “Lion’s Guard” — “an informal civilian group dedicated to the safety and security of Trump supporters by exposing Far-Left rioters” — are alarming. The hiring of the “alt-right” Breitbart News CEO Steve Bannon as the head of Trump’s campaign sends a clear message to various “racialists” and “white nationalists” that they have a place in mainstream US politics.While Trumpgives aid and comfortto the still relatively tiny fascist right (the Klan, etc.), his campaign isnot fascist.",left,2016
"The hiring of the “alt-right” Breitbart News CEO Steve Bannon as the head of Trump’s campaign sends a clear message to various “racialists” and “white nationalists” that they have a place in mainstream US politics.While Trumpgives aid and comfortto the still relatively tiny fascist right (the Klan, etc.), his campaign isnot fascist. More importantly, neither the fascist elements around it —or Trump himself— have a significant chance of coming to power.",left,2016
"The hiring of the “alt-right” Breitbart News CEO Steve Bannon as the head of Trump’s campaign sends a clear message to various “racialists” and “white nationalists” that they have a place in mainstream US politics.While Trumpgives aid and comfortto the still relatively tiny fascist right (the Klan, etc.), his campaign isnot fascist. More importantly, neither the fascist elements around it —or Trump himself— have a significant chance of coming to power. Populist ideology, alone, does not define fascism.Fascism is asocial movementof the middle classes that is organized as both an electoral partyanda street-fighting organization that seeks to physically defeat the organizations of working people (left-wing parties, unions, etc.) and destroy the institutions of capitalist democracy.",left,2016
"Trump is attempting towin an election,not abolish representative government.More importantly, US capitalists, unfortunately, have not faced any serious challenge to their dominance in the United States.",left,2016
"Faced with a Trump nomination, most capitalists have joined much of the Republican establishment in either sitting out the election, or crossing partisan lines to support the “reliable” neoliberal Hillary Clinton.The claim thatTrump is a fascistis not simply an academic or analytic problem. More importantly, it buttresses a strategy for the progressive left that isself-defeating.",left,2016
"Reasonably frightened by the prospect of a Trump presidency, the official leadership of the unions and organizations of women, people of color, immigrants, and LGBT people will double down in their support of Clinton as the “lesser evil.”This strategy is based on two illusions.",left,2016
The first is the notion that Trump hasa reasonable chanceof being elected president.,left,2016
"The first is the notion that Trump hasa reasonable chanceof being elected president. Most political commentators agree that Trump can win only if there is a sharp decline in voter participation, especially among young people, women, and people of color. While Trump cannot raise sufficient funds to finance an effective general election campaign, Clinton is armed with a much larger war chest.",left,2016
"While Trump cannot raise sufficient funds to finance an effective general election campaign, Clinton is armed with a much larger war chest. Fueled by the widespread loathing of Trump among young people, women, people of color, and immigrants, Clinton will build a massive “get out the vote” machine — well beyond the foot soldiers provided by the AFL-CIO and the mainstream organizations of women, LGBT folks, and people of color.",left,2016
"While Trump cannot raise sufficient funds to finance an effective general election campaign, Clinton is armed with a much larger war chest. Fueled by the widespread loathing of Trump among young people, women, people of color, and immigrants, Clinton will build a massive “get out the vote” machine — well beyond the foot soldiers provided by the AFL-CIO and the mainstream organizations of women, LGBT folks, and people of color. While she may not be able to mobilize the electorate on the scale Obama did in 2008, when nearly 60 percent of eligible voters came to the polls, the election is Clinton’s to lose.Second, lesser-evilism has actually accelerated thedrift to the rightin US politics.",left,2016
"While she may not be able to mobilize the electorate on the scale Obama did in 2008, when nearly 60 percent of eligible voters came to the polls, the election is Clinton’s to lose.Second, lesser-evilism has actually accelerated thedrift to the rightin US politics. The fear of alienating their Democratic “allies” has led the official leadership of reform movements in the past eighty years to derail the sort of social movements — militant labor struggles, mass movements against racism, sexism, and war — that can win reforms and build left-wing consciousness and politics.",left,2016
"The Democrats are then free to “compromise” with the Republican right.This can be seen clearly in the marginalization of Sanders and his supporters at the Democratic convention, congressional Democrats’ continued support for the Trans-Pacific Partnership, Clinton’s choice of the“free trade” advocateTim Kaine as her running mate, and her sharp tack to the right on foreign policy.With social movements weakened and invisible, the “alliance” with the Democrats allows the populist right to remain the main voice of militant opposition to the failed policies of the Democrats.",left,2016
"Even more importantly, the party leadership has been able to defeat several challenges from the remnants of the increasingly pro-Trump Tea Party.",left,2016
"Even before Donald Trump’s shocking victory last November, the press had alreadywrittenthe story of his rise.",left,2016
"Even before Donald Trump’s shocking victory last November, the press had alreadywrittenthe story of his rise. Despitestudiesshowing that, likeall Republican candidates, well-off whites formed the core of Trump’s support, pundits zeroed in on his white working-class backers, which most commentators defined solely in terms of education (whites without a college degree).This dividing line ignored other crucial variables — such as income, self-identification, and occupation — but it fit with the popular belief that, from the office cubicle to the voting booth, the postindustrial “New Economy” separated the intelligent from the ignorant in a virtuousmeritocracy.By the time Hillary Clinton conceded to Trump, non-college whites had become conflated with both the working class and racism itself. The Trump campaign, as one punditargued, “laid bare the racial animus within the white working class and the Republican Party.”While frequently wrongheaded, the outsized attention paid to the white working class wasn’t surprising.For decades, Democratic defeats have been explained through the behavior of the working-class voters that formed the core of the party’s support in its post–Great Depression heyday.",left,2016
"The Trump campaign, as one punditargued, “laid bare the racial animus within the white working class and the Republican Party.”While frequently wrongheaded, the outsized attention paid to the white working class wasn’t surprising.For decades, Democratic defeats have been explained through the behavior of the working-class voters that formed the core of the party’s support in its post–Great Depression heyday. And for as long as the working class has been central to the Democratic Party, the working class has been presumed to be white.But this singular focus on the white working class — rather than the working class as a whole, in all its hues — has (perhaps unintentionally) aided and abetted neoliberalism’s ascension in the Democratic Party.",left,2016
"This dynamic left the post–Civil Rights Democratic Party with a choice: move right on race, left on economics, or abandon the working class completely.SinceGeorge McGovern’s landslide loss in the 1972 presidential election, the Democratic Party, under the influence of the neoliberal “New Democrats,” has chosen the final option. Rather than woo white workers with social conservatism or economic populism, the party decided towoo well-off white suburbaniteswith moderation onbothsocial and economic issues.Hillary Clinton’s campaign represented the apotheosis of this decades-long gamble. Her stunning defeat just as surely exposed it as an abject failure.In the months leading up to the general election, both Democratic strategists and political pundits predicted that Clinton was headed for a sweeping victory.",left,2016
"Her stunning defeat just as surely exposed it as an abject failure.In the months leading up to the general election, both Democratic strategists and political pundits predicted that Clinton was headed for a sweeping victory.",left,2016
"Telegraphing theconsensusview, VoxcalledTrump’s nomination “a remarkable example of a major political party blowing a totally winnable national election” and referred to the nearly four-point gap between how well a generic Republican fared in the polls and Trump’s numbers as “The Trump Tax.”Central to the belief that Clinton was sailing to an easy victory was the conviction that educated suburban whites would abandon Trump and his crude racism in droves. Acting on that conventional wisdom, Clinton downplayed economic populism and zeroed in on Trump’s divisive personality and general unfitness for office.When the votes were counted, however, it became clear that educated white moderates hadn’t flocked to Clinton in anything close to the margins pundits had predicted.",left,2016
"Acting on that conventional wisdom, Clinton downplayed economic populism and zeroed in on Trump’s divisive personality and general unfitness for office.When the votes were counted, however, it became clear that educated white moderates hadn’t flocked to Clinton in anything close to the margins pundits had predicted.",left,2016
"Acting on that conventional wisdom, Clinton downplayed economic populism and zeroed in on Trump’s divisive personality and general unfitness for office.When the votes were counted, however, it became clear that educated white moderates hadn’t flocked to Clinton in anything close to the margins pundits had predicted. Even worse, Clinton’s strategy ofavoidingeconomic populism had the unintended consequence of dampening the Democratic base’s enthusiasm,drivingdownsupportand turnout among both people of color and Millennials.Nearly a year after the electoral catastrophe, Democratic elites still show few signs they’ve learned the right post-election lessons. Hillary Clinton’s new book blasts Bernie Sanders for offering “free ponies” instead of hardheaded policy.And last month, Will Marshall, one of the cofounders of the Democratic Leadership Council — the preeminent group of neoliberal Democrats in the 1980s and ’90s —joinedwith other centrist Democrats to form New Democracy, a group that once again aims to stanch the electoral bleeding among working-class whites and further court well-off whites by steering the party right —away from the “distraction,” as Marshallput it, of progressive policies like single-payer health care.By focusing on the role of white voters in Clinton’s defeat, rather than the failure of the Democrats’ neoliberal strategy, liberal pundits and party leaders are drawing the wrong conclusions from Trump’s victory.",left,2016
"Hillary Clinton’s new book blasts Bernie Sanders for offering “free ponies” instead of hardheaded policy.And last month, Will Marshall, one of the cofounders of the Democratic Leadership Council — the preeminent group of neoliberal Democrats in the 1980s and ’90s —joinedwith other centrist Democrats to form New Democracy, a group that once again aims to stanch the electoral bleeding among working-class whites and further court well-off whites by steering the party right —away from the “distraction,” as Marshallput it, of progressive policies like single-payer health care.By focusing on the role of white voters in Clinton’s defeat, rather than the failure of the Democrats’ neoliberal strategy, liberal pundits and party leaders are drawing the wrong conclusions from Trump’s victory.",left,2016
"It means that Democrats must move beyond vague discussions of diversity and opportunity, and begin committing themselves to fighting for a more substantive justice. It means they must make a real commitment to confronting income stagnation, rising inequality, and the increasing power of the rich in American politics.Such a politics would not only win back many of the working-class whites who flipped from Obama to Trump this election. It would also increase turnout among Millennials and people of color, enlarging the Democratic base by bringing many low- and moderate-income Americansalienated from politicsback into the political system.Only by prioritizing the working class as a whole, in all of its diversity, can the Democratic Party craft the policies and messages that will create a durable electoral majority.From Working-Class Whites to Business-Class SuburbanitesBeginning in the Jacksonian Era and for more than a century after, the Democratic Party was, wholly or partly, a white supremacist institution.",left,2016
"Bush did the centrists who had championed himlabelDukakis a lefty.Though it didn’t prevent the Democrats from losing three consecutive presidential races, the New Democrats’ targeting of upscale whites did begin to pay off. Throughout the 1980s, Democratic presidential candidates performed almostequallywell among college and non-college whites, a key first step in what Ronald Brownstein hasdubbeda “class inversion” of the parties among white voters.Doubling down on this inversion, the New Democrats believed, was the path to victory — no matter the costs to unions, the poor, or African Americans.Clintonism’s RiseAfter Dukakis’s drubbing in 1988, the neoliberals called for Democrats to move even further to the right.In the DLC’s post-1988report, strategists William Galston and Elaine Kamarck insisted that the Democrats should distance themselves from the language of New Deal liberalism and embrace “middle-class values” like “individual responsibility, hard work, [and] equal opportunity.”The DLC’s leaders increasingly pinned their electoral hopes on Arkansas governor Bill Clinton, who became the Council’s chair in 1990. Clinton’stakeawayfrom Dukakis’s loss was as misguided as it was DLC friendly: “If we lead with class warfare, we lose.”In 1992, Clinton carried the pro-business centrism that hadsuffusedhis governorship onto the presidential campaign trail.",left,2016
"Clinton’stakeawayfrom Dukakis’s loss was as misguided as it was DLC friendly: “If we lead with class warfare, we lose.”In 1992, Clinton carried the pro-business centrism that hadsuffusedhis governorship onto the presidential campaign trail.",left,2016
"He explained issues of inequality in terms of individual skills and education, not policy or political power.“[W]hat you earn depends on what you learn,” Clinton and his vice presidential nominee, Al Gore,proclaimedin their campaign book. The solution to stagnant incomes, they argued, wasn’t robust government intervention, but creating “the best educated, best-trained workforce in the world.” They had little use for unions and eagerly supported “free trade” agreements.",left,2016
"The solution to stagnant incomes, they argued, wasn’t robust government intervention, but creating “the best educated, best-trained workforce in the world.” They had little use for unions and eagerly supported “free trade” agreements. “We believe in free enterprise and the power of market forces,” they wrote.According to Clinton, there was little that stoking the growth of the postindustrial “New Economy” couldn’t solve. As he proclaimed in his 1992 DNC acceptancespeech, “The most important family policy, urban policy, labor policy, minority policy, and foreign policy America can have is an expanding, entrepreneurial economy of high-skill, high-wage jobs.”With his deep-rooted faith in high-tech entrepreneurialism, Clinton differed little from Dukakis.",left,2016
"As he proclaimed in his 1992 DNC acceptancespeech, “The most important family policy, urban policy, labor policy, minority policy, and foreign policy America can have is an expanding, entrepreneurial economy of high-skill, high-wage jobs.”With his deep-rooted faith in high-tech entrepreneurialism, Clinton differed little from Dukakis. But Clinton added a crucial element: arightward turnon race.",left,2016
"As he proclaimed in his 1992 DNC acceptancespeech, “The most important family policy, urban policy, labor policy, minority policy, and foreign policy America can have is an expanding, entrepreneurial economy of high-skill, high-wage jobs.”With his deep-rooted faith in high-tech entrepreneurialism, Clinton differed little from Dukakis. But Clinton added a crucial element: arightward turnon race. Years later, DLC acolytes woulddenyand downplay the role of racism in Clinton’s 1992 campaign.",left,2016
"Years later, DLC acolytes woulddenyand downplay the role of racism in Clinton’s 1992 campaign. But its centrality to Clinton and the New Democrats was undeniable.",left,2016
"But its centrality to Clinton and the New Democrats was undeniable. As Franklin Foeradmittedin a sympathetic account, “More than any issue, race defined the rise of the New Democrats in the 1980s.”Clinton didn’t just take black voters for granted.",left,2016
"As Franklin Foeradmittedin a sympathetic account, “More than any issue, race defined the rise of the New Democrats in the 1980s.”Clinton didn’t just take black voters for granted. He pointedly used African Americans as a foil to demonstrate that Democrats had abandoned racial liberalism.",left,2016
"He snubbed Jesse Jackson, denouncedSister Souljah,executedRicky Ray Rector, and adopted punitive, racialized stances onwelfareandcriminal justice.In part, Clinton’s racial posturing was aimed at winning back working-class whites.",left,2016
"But the lurch to the right on race was also designed to help Clintonwin over“white, mainly suburban, mostly middle-class voters,” who were intolerant of anything beyond an empty commitment to “equal opportunity” for African Americans.Clinton didn’t just take black voters for granted.",left,2016
"He pointedly used African Americans as a foil to demonstrate that Democrats had abandoned racial liberalism.Bill Clinton in 1993. Library of CongressIn some ways, Clinton’s gambit succeeded.",left,2016
"He pointedly used African Americans as a foil to demonstrate that Democrats had abandoned racial liberalism.Bill Clinton in 1993. Library of CongressIn some ways, Clinton’s gambit succeeded. The Arkansas governor equaled Dukakis’s percentages among every group of white voters except whites with some college (among whom Clinton ran six points ahead of Dukakis).",left,2016
The Arkansas governor equaled Dukakis’s percentages among every group of white voters except whites with some college (among whom Clinton ran six points ahead of Dukakis). But because 1992 was a three-way race (with Texas billionaire Ross Perot finishing in a strong third behind George H.,left,2016
"Bush), Clinton performed better than Dukakis as a share of the two-party vote.Still, Clinton’s ostensibly resounding win overshadowed some troubling trends.",left,2016
"“Clinton’s ratings are about as high among affluent, educated, managers as among less-educated blue collar Americans,”Los Angeles Timespollster John Brennannoted.",left,2016
"“Younger blue-collar males — a particularly pessimistic lot these days — remain doubtful about Clinton.” Nor were blue-collar whites the only group uncertain about Clinton.Despite New Democrats’ conviction that they could tack right on racial issues without losing African-American voters, the 1992 Democratic primariessaw“the smallest black voter turnout for a presidential primary in a decade.” In many key states, Clinton won less than half the number of African-American votes that Jesse Jackson had received during his losing campaign four years earlier.",left,2016
"“Younger blue-collar males — a particularly pessimistic lot these days — remain doubtful about Clinton.” Nor were blue-collar whites the only group uncertain about Clinton.Despite New Democrats’ conviction that they could tack right on racial issues without losing African-American voters, the 1992 Democratic primariessaw“the smallest black voter turnout for a presidential primary in a decade.” In many key states, Clinton won less than half the number of African-American votes that Jesse Jackson had received during his losing campaign four years earlier. Lack of black enthusiasm for Clinton continued into the general election, both in terms ofturnoutand voteshare.But the New Democrats claimed that Clinton’s victory proved that economic and cultural centrism worked. (In truth, the force that propelled Clinton over the finish line in 1992 was Americans’skittishnessaboutthe economy.)Once in office, Clinton did little to reassure Americans uneasy about their material standing.",left,2016
"(In truth, the force that propelled Clinton over the finish line in 1992 was Americans’skittishnessaboutthe economy.)Once in office, Clinton did little to reassure Americans uneasy about their material standing.",left,2016
"On the other side were those earning over $50,000 and four year college graduates.” In a prescient aside, Molyneux warned that blue-collar workers would hold Democrats accountable in the decades to come if it became clear that trade had cost them their jobs.By the end of his first term, Clinton was declaring that “the era of big government is over,” and that Americans were entering “the era of balanced budgets and smaller government.” Welfare was also on the chopping block.Since the program’s inception, conservatives had yearned to eliminate cash assistance to the needy (officially called Aid to Families with Dependent Children). Neither Reagan nor Bush had been able to achieve that goal.",left,2016
"Neither Reagan nor Bush had been able to achieve that goal. But Clinton made it a priority. Early in his reelection year, Clinton sided with Republicans against most congressional Democrats (and a fewmembersof his own administration) to “end welfare as we know it,” a policy shift thatincreaseddeeppovertyand left many of the most marginalized with nowhere to turn.This didn’t much trouble Clinton, however.",left,2016
"Early in his reelection year, Clinton sided with Republicans against most congressional Democrats (and a fewmembersof his own administration) to “end welfare as we know it,” a policy shift thatincreaseddeeppovertyand left many of the most marginalized with nowhere to turn.This didn’t much trouble Clinton, however. Neither the blue-collar workers opposed to NAFTA nor the poor Americans hurt by welfare reform were in his targeted demographic.",left,2016
"Instead, Clinton’s reelection campaign focused on a group of upscale white women dubbed “soccer moms.”While Clinton hadlostwhite married suburban women to Bush by nearly a two-to-one margin in 1992, polls in 1996 showed Clinton edging Dole among this group.",left,2016
"Suddenly, the “soccer mom” vote assumed an outsized role in the imagination of Clinton strategists. The problem was, they weren’t really Democratic voters.“What makes the soccer moms so key this time is that they are voting Republican for Congress and Democratic for President,” Democratic pollster Celinda Lakeexplained.",left,2016
"Clinton’s strategy, in other words, revolved around courting voters that would help him secure reelection, but wouldn’t provide him with the Democratic congressional majority necessary (if insufficient) to enact progressive policies. (Lake, for her part, believed Clinton should target “waitress moms” — blue-collar women who were a more traditional Democratic constituency.)On Election Day, Clinton defeated Bob Dole with hugegainsin the suburbs and among college-educated women.",left,2016
