Text,Leaning,Year
"President Donald Trump continued his assault on the integrity of the U.S. elections during the first presidential debate Tuesday, spreading falsehoods about the security of voting and misrepresenting issues with mail ballots. In the final segment of the contentious debate between Trump and Democrat Joe Biden, Trump launched into an extended argument against mail voting, claiming without evidence that it is ripe for fraud and suggesting mail ballots may be “manipulated.” “This is going to be a fraud like you’ve never seen,” the president said of the massive shift to mail voting prompted by the coronavirus pandemic. Trump’s riff was laden with misstatements and inaccuracies.",center,2020
"elections during the first presidential debate Tuesday, spreading falsehoods about the security of voting and misrepresenting issues with mail ballots. In the final segment of the contentious debate between Trump and Democrat Joe Biden, Trump launched into an extended argument against mail voting, claiming without evidence that it is ripe for fraud and suggesting mail ballots may be “manipulated.” “This is going to be a fraud like you’ve never seen,” the president said of the massive shift to mail voting prompted by the coronavirus pandemic. Trump’s riff was laden with misstatements and inaccuracies. Mail voting has proved to be safe and secure in the five states that already use it broadly.",center,2020
"In the final segment of the contentious debate between Trump and Democrat Joe Biden, Trump launched into an extended argument against mail voting, claiming without evidence that it is ripe for fraud and suggesting mail ballots may be “manipulated.” “This is going to be a fraud like you’ve never seen,” the president said of the massive shift to mail voting prompted by the coronavirus pandemic. Trump’s riff was laden with misstatements and inaccuracies. Mail voting has proved to be safe and secure in the five states that already use it broadly. And while some irregularities and errors have occurred in the early vote, Trump on Tuesday mischaracterized those incidents.",center,2020
"Mail voting has proved to be safe and secure in the five states that already use it broadly. And while some irregularities and errors have occurred in the early vote, Trump on Tuesday mischaracterized those incidents. His comments come as his reelection campaign and the Republican Party have begun challenging the way those ballots are being processed and preparing for broad legal battles after Election Day. A look at Trump’s claims and the facts.",center,2020
His comments come as his reelection campaign and the Republican Party have begun challenging the way those ballots are being processed and preparing for broad legal battles after Election Day. A look at Trump’s claims and the facts. —Trump accused Philadelphia election officials of inappropriately keeping his campaign’s poll monitors from observing voters filling out mail ballots at a voting center Tuesday. He was repeating an accusation he and his son had made earlier this week — and election officials have disputed.,center,2020
A look at Trump’s claims and the facts. —Trump accused Philadelphia election officials of inappropriately keeping his campaign’s poll monitors from observing voters filling out mail ballots at a voting center Tuesday. He was repeating an accusation he and his son had made earlier this week — and election officials have disputed.,center,2020
He was repeating an accusation he and his son had made earlier this week — and election officials have disputed. Election lawyers note Trump campaign’s watchershad no legal rightunder state law to observe citizens filling out mail ballots. —Trump cited a case of military ballots marked for him being thrown in the trash as evidence of a possible plot to steal the election. But he didn’t mention the strange details of the case.,center,2020
—Trump cited a case of military ballots marked for him being thrown in the trash as evidence of a possible plot to steal the election. But he didn’t mention the strange details of the case.,center,2020
"County election officials say that the seven ballots, along with two unopened ones, wereaccidentally tossedin an elections office in a Republican-controlled county by a single contract worker and that authorities were swiftly called. —Trump pointed to problems that have arisen as states rush to adapt to mail balloting — mainly in his native New York, whereelections officials sent error-riddled mail ballotsthis week and a slow count left the outcome of multiple congressional primaries up in the air in June. But he falsely claimed that the outcome of one of those races, the primary won by Democratic Rep.",center,2020
"Carolyn Mahoney, was fraudulent. —Trump claimed a West Virginia mail worker was “selling ballots.” That drew a clarification from West Virginia’s Republican secretary of state, Mac Warner, who notedthe case involveda postal worker altering eight absentee ballot applications during the state’s primary election earlier this year. Five ballot requests had party affiliations changed from Democrat to Republican.",center,2020
"Still, Trump continued to sow distrust and again refused to commit to avoid declaring victory if the count goes past Election Day,as expected. Last week his refusal during a news conference to commit to a peaceful transition alarmed many.",center,2020
"Last week his refusal during a news conference to commit to a peaceful transition alarmed many. Biden tried to lower the temperature about accepting the voters’ will. “I will accept it, and he will, too. You know why?” Biden said.",center,2020
"You know why?” Biden said. “Because once the winner is declared once all the ballots are counted, that’ll be the end of it.",center,2020
"WASHINGTON (AP) — President Donald Trump on Sunday appeared to acknowledge for the first time that Joe Biden won the White House, but made clear he would not concede and would keep trying to overturn the election result. Trump’s statements came in tweets that included several baseless claims about the Nov.",center,2020
"WASHINGTON (AP) — President Donald Trump on Sunday appeared to acknowledge for the first time that Joe Biden won the White House, but made clear he would not concede and would keep trying to overturn the election result. Trump’s statements came in tweets that included several baseless claims about the Nov. 3 vote, which state and federal officials say was safe and secure.",center,2020
"Trump, without using Biden’s name, tweeted that “He won,” something Trump had not said before publicly, though he said the Democrat’s victory was only “in the eyes” of the media. Biden defeated Trump by winning back a trio of battleground states that switched from the Democratic column in 2016 — Michigan, Wisconsin and Pennsylvania — and topped the 270 electoral vote threshold to clinch the presidency.",center,2020
"Trump, without using Biden’s name, tweeted that “He won,” something Trump had not said before publicly, though he said the Democrat’s victory was only “in the eyes” of the media. Biden defeated Trump by winning back a trio of battleground states that switched from the Democratic column in 2016 — Michigan, Wisconsin and Pennsylvania — and topped the 270 electoral vote threshold to clinch the presidency. Biden so far has 78.8 million votes, the most ever by a winning candidate, to Trump’s total — more than 73 million.",center,2020
"Biden defeated Trump by winning back a trio of battleground states that switched from the Democratic column in 2016 — Michigan, Wisconsin and Pennsylvania — and topped the 270 electoral vote threshold to clinch the presidency. Biden so far has 78.8 million votes, the most ever by a winning candidate, to Trump’s total — more than 73 million. “If the president’s prepared to begin to recognize that reality, that’s positive,” Biden’s incoming chief of staff, Ron Klain told NBC’s “Meet the Press.” Still, Klain said, “Donald Trump’s Twitter feed doesn’t make Joe Biden president or not president.",center,2020
"“If the president’s prepared to begin to recognize that reality, that’s positive,” Biden’s incoming chief of staff, Ron Klain told NBC’s “Meet the Press.” Still, Klain said, “Donald Trump’s Twitter feed doesn’t make Joe Biden president or not president. The American people did that.” A Republican governor said “it was good actually” to see Trump’s tweet that Biden won.",center,2020
"“If the president’s prepared to begin to recognize that reality, that’s positive,” Biden’s incoming chief of staff, Ron Klain told NBC’s “Meet the Press.” Still, Klain said, “Donald Trump’s Twitter feed doesn’t make Joe Biden president or not president. The American people did that.” A Republican governor said “it was good actually” to see Trump’s tweet that Biden won. “I think that’s the start of an acknowledgment.",center,2020
"The president has previously refused to accept the results of the election and, in a later tweet Sunday, he dug in again, saying, “I concede NOTHING! We have a long way to go.” Even while seemingly acknowledging Biden’s victory, he also argued without evidence that the former vice president only won because the election was “rigged.” Trump then made unsubstantiated complaints about access for poll watchers and about vote tabulations and asserted, “WE WILL WIN!” Twitter soon posted warning labels about the tweets. There has been no widespread fraud in the 2020 election.",center,2020
"In fact, election officials from both political parties have stated publicly that the election went well and international observers confirmed there were no serious irregularities. Trump’s campaign has tried to mount legal challenges across the country, but many of the lawsuits have been thrown out and none has included any evidence that the outcome might be reversed. Former President Barack Obama, in an interview conducted and aired Sunday on CBS’ “60 Minutes,” said he would remind Trump that, as president, he is a public servant and a temporary occupant of the office. “And when your time is up then it is your job to put the country first and think beyond your own ego, and your own interests, and your own disappointments,” Obama said.",center,2020
"Former President Barack Obama, in an interview conducted and aired Sunday on CBS’ “60 Minutes,” said he would remind Trump that, as president, he is a public servant and a temporary occupant of the office. “And when your time is up then it is your job to put the country first and think beyond your own ego, and your own interests, and your own disappointments,” Obama said.",center,2020
"“And when your time is up then it is your job to put the country first and think beyond your own ego, and your own interests, and your own disappointments,” Obama said. “My advice to President Trump is, if you want at this late stage in the game to be remembered as somebody who put country first, it’s time for you to do the same thing.” Obama also criticized those Republicans going along with Trump’s false claims of widespread voter fraud. “I’m more troubled by the fact that other Republican officials who clearly know better are going along with this, are humoring him in this fashion.",center,2020
"“I’m more troubled by the fact that other Republican officials who clearly know better are going along with this, are humoring him in this fashion. It is one more step in delegitimizing not just the incoming Biden administration, but democracy generally. And that’s a dangerous path,” he said.",center,2020
"And that’s a dangerous path,” he said. Nearly two weeks after Election Day, Trump has neither called Biden nor made a formal concession, and White House officials have insisted that they are preparing for a second term. In recent days, Trump appeared to be inching closer to acknowledging the reality of his loss. In comments Friday in the Rose Garden about a coronavirus vaccine, Trump said his administration would “not be going to a lockdown” to slow the spread of COVID-19, and added that “whatever happens in the future, who knows which administration it will be?",center,2020
"In recent days, Trump appeared to be inching closer to acknowledging the reality of his loss. In comments Friday in the Rose Garden about a coronavirus vaccine, Trump said his administration would “not be going to a lockdown” to slow the spread of COVID-19, and added that “whatever happens in the future, who knows which administration it will be?",center,2020
"In recent days, Trump appeared to be inching closer to acknowledging the reality of his loss. In comments Friday in the Rose Garden about a coronavirus vaccine, Trump said his administration would “not be going to a lockdown” to slow the spread of COVID-19, and added that “whatever happens in the future, who knows which administration it will be? I guess time will tell.” Trump on Sunday renewed his groundless attacks on an election technology firm, Dominion Voting Systems, without evidence of any serious irregularities.",center,2020
"In comments Friday in the Rose Garden about a coronavirus vaccine, Trump said his administration would “not be going to a lockdown” to slow the spread of COVID-19, and added that “whatever happens in the future, who knows which administration it will be? I guess time will tell.” Trump on Sunday renewed his groundless attacks on an election technology firm, Dominion Voting Systems, without evidence of any serious irregularities. Dominion has said it “denies claims about any vote switching or alleged software issues with our voting systems.” The Cybersecurity & Infrastructure Security Agency, a federal agency that oversees U.S. election security, said in a statement last week that the “November 3rd election was the most secure in American history.” The agency said, ”There is no evidence that any voting system deleted or lost votes, changed votes, or was in any way compromised.” In his latest fundraising email, Trump told supporters that “we are fighting to ensure EVERY SINGLE LEGAL ballot is counted” and that he had “legal teams on the ground in every critical state.” John Bolton, a former Trump national security adviser, said it was important for party leaders to explain to voters that Trump did lose and that his claims of election fraud are baseless.",center,2020
"Dominion has said it “denies claims about any vote switching or alleged software issues with our voting systems.” The Cybersecurity & Infrastructure Security Agency, a federal agency that oversees U.S. election security, said in a statement last week that the “November 3rd election was the most secure in American history.” The agency said, ”There is no evidence that any voting system deleted or lost votes, changed votes, or was in any way compromised.” In his latest fundraising email, Trump told supporters that “we are fighting to ensure EVERY SINGLE LEGAL ballot is counted” and that he had “legal teams on the ground in every critical state.” John Bolton, a former Trump national security adviser, said it was important for party leaders to explain to voters that Trump did lose and that his claims of election fraud are baseless. Bolton left the administration last year. He says he resigned; Trump says he fired Bolton.",center,2020
"Bolton left the administration last year. He says he resigned; Trump says he fired Bolton. “I think as every day goes by, it’s clearer and clearer there isn’t any evidence.",center,2020
"“I think as every day goes by, it’s clearer and clearer there isn’t any evidence. But if the Republican voters are only hearing Donald Trump’s misrepresentations, it’s not surprising that they believe it,” Bolton said on ABC’s “This Week.” “It’s critical for other Republican leaders to stand up and explain what actually happened. Donald Trump lost what by any evidence we have so far was a free and fair election.” Having none of that was Rudy Giuliani, the president’s personal attorney who is helping lead Trump’s national legal front on the election challenge. In a television appearance that Trump previewed on Twitter after his morning tweets, Giuliani denied Trump was conceding — “No, no, no, far from it.” “I guess,’' Giuliani told Fox News Channel’s ”Sunday Morning Futures,” “you would call it sarcastic.” Associated Press writers Will Weissert in Wilmington, Delaware, and Zeke Miller contribute to this report.",center,2020
"Donald Trump lost what by any evidence we have so far was a free and fair election.” Having none of that was Rudy Giuliani, the president’s personal attorney who is helping lead Trump’s national legal front on the election challenge. In a television appearance that Trump previewed on Twitter after his morning tweets, Giuliani denied Trump was conceding — “No, no, no, far from it.” “I guess,’' Giuliani told Fox News Channel’s ”Sunday Morning Futures,” “you would call it sarcastic.” Associated Press writers Will Weissert in Wilmington, Delaware, and Zeke Miller contribute to this report.",center,2020
"In a television appearance that Trump previewed on Twitter after his morning tweets, Giuliani denied Trump was conceding — “No, no, no, far from it.” “I guess,’' Giuliani told Fox News Channel’s ”Sunday Morning Futures,” “you would call it sarcastic.” Associated Press writers Will Weissert in Wilmington, Delaware, and Zeke Miller contribute to this report. This story has been corrected to reflect that Trump’s tweet said, “He won,” not “Biden won.”",center,2020
"In a television appearance that Trump previewed on Twitter after his morning tweets, Giuliani denied Trump was conceding — “No, no, no, far from it.” “I guess,’' Giuliani told Fox News Channel’s ”Sunday Morning Futures,” “you would call it sarcastic.” Associated Press writers Will Weissert in Wilmington, Delaware, and Zeke Miller contribute to this report. This story has been corrected to reflect that Trump’s tweet said, “He won,” not “Biden won.”",center,2020
"COLUMBUS, Ohio (AP) — President Donald Trump won more votes in this year’s presidential election than any candidate in Ohio history, certified county results compiled by The Associated Press indicate. The more than 3.1 million votes cast for the Republican president in the Nov. 3 election exceeded the former record of 2,940,044 cast for Democrat Barack Obama in 2008.",center,2020
"3 election exceeded the former record of 2,940,044 cast for Democrat Barack Obama in 2008. Trump won the state by a little over 8 percentage points this year and a slightly smaller margin than four years ago. Trump grabbed about 53% of the state’s vote to Democratic President-elect Joe Biden’s about 45%, according to combined totals counties turned in between last week and Monday.",center,2020
"Trump grabbed about 53% of the state’s vote to Democratic President-elect Joe Biden’s about 45%, according to combined totals counties turned in between last week and Monday. The president’s ultimate loss to Biden broke thestate’s streakof siding with White House winners, which, before this year, had held in all but one election since World War II.",center,2020
"Trump grabbed about 53% of the state’s vote to Democratic President-elect Joe Biden’s about 45%, according to combined totals counties turned in between last week and Monday. The president’s ultimate loss to Biden broke thestate’s streakof siding with White House winners, which, before this year, had held in all but one election since World War II. Republican Frank LaRose has set a deadline of Saturday to formally certify the election results, a step required before the state’s 18 electoral votes can be delivered.",center,2020
"He could act sooner, given the Thanksgiving holiday and the deadline’s timing on a weekend. Biden also made a strong showing in the state with nearly 2.68 million votes, the combined 88 county totals show, more than every other candidate to lose the state besides Democrat John Kerry in 2004. Energy around the high-stakes contest helped push voting in the presidential contest — including for third-party candidates — to an apparent state record of more than 5.9 million. After Trump and Obama, the next highest vote getters in Ohio history were Republican George W.",center,2020
"Energy around the high-stakes contest helped push voting in the presidential contest — including for third-party candidates — to an apparent state record of more than 5.9 million. After Trump and Obama, the next highest vote getters in Ohio history were Republican George W. Bush in 2004, Trump in 2016, Obama in 2012 and Democrat John Kerry in 2004.",center,2020
"After Trump and Obama, the next highest vote getters in Ohio history were Republican George W. Bush in 2004, Trump in 2016, Obama in 2012 and Democrat John Kerry in 2004. Formal certification will determine who falls next in line, Ronald Reagan in 1984 or Biden this year.",center,2020
"Bush in 2004, Trump in 2016, Obama in 2012 and Democrat John Kerry in 2004. Formal certification will determine who falls next in line, Ronald Reagan in 1984 or Biden this year. AP calculation puts Reagan ahead by a mere handful of votes.",center,2020
"Clinging to notions of widespread vote rigging that hisown attorney generalhas disputed, President Donald Trumprepeated a litany of baseless assertionsWednesday of political corruption, machine tampering and mysterious votes appearing out of nowhere that allowed Joe Biden to steal the election. “This election is about great voter fraud, fraud that has never been seen like this before,” Trump said in a 46-minute address posted on social media. “It’s about poll watchers who were not allowed to watch.",center,2020
"“This election is about great voter fraud, fraud that has never been seen like this before,” Trump said in a 46-minute address posted on social media. “It’s about poll watchers who were not allowed to watch.",center,2020
"It’s about machinery that was defective, machinery that was stopped.” None of those assertions are true. A look at the claims and reality: TRUMP: “You can’t let another person steal that election from you.” THE FACTS: To be clear, no election was stolen from Trump. One month after the Nov. 3 election and as states begin certifying their votes, Trump is clinging to false notions of voter fraud.",center,2020
"One month after the Nov. 3 election and as states begin certifying their votes, Trump is clinging to false notions of voter fraud. But others in his administration have already said the election was secure.",center,2020
"Attorney General William Barr said the Justice Department had seen no evidence of widespread fraud to overturn Biden’s margin of victory. Biden earned 306 electoral votes to Trump’s 232, the same margin that Trump had when he beat Hillary Clinton in 2016, which he repeatedly described as a “landslide.” (Trump ended up with 304 electoral votes because two electors defected.) Biden achieved victory by prevailing in key states such as Pennsylvania, Michigan, Wisconsin, Arizona and Georgia.",center,2020
"Biden earned 306 electoral votes to Trump’s 232, the same margin that Trump had when he beat Hillary Clinton in 2016, which he repeatedly described as a “landslide.” (Trump ended up with 304 electoral votes because two electors defected.) Biden achieved victory by prevailing in key states such as Pennsylvania, Michigan, Wisconsin, Arizona and Georgia. Trump’s allegations of massive voting fraud have been refuted by a variety of judges, state election officials and an arm of his own administration’s Homeland Security Department.",center,2020
"Biden earned 306 electoral votes to Trump’s 232, the same margin that Trump had when he beat Hillary Clinton in 2016, which he repeatedly described as a “landslide.” (Trump ended up with 304 electoral votes because two electors defected.) Biden achieved victory by prevailing in key states such as Pennsylvania, Michigan, Wisconsin, Arizona and Georgia. Trump’s allegations of massive voting fraud have been refuted by a variety of judges, state election officials and an arm of his own administration’s Homeland Security Department. Many of his campaign’s lawsuits across the country have been thrown out of court. And his administration hasalready agreedto allow the formal transition of power to Biden to begin.",center,2020
"Many of his campaign’s lawsuits across the country have been thrown out of court. And his administration hasalready agreedto allow the formal transition of power to Biden to begin. On Tuesday, Barr told The Associated Press that no proof of widespread voter fraud has been uncovered.",center,2020
"Lawsuits that remain do not contain evidence that would flip the result. BALLOT ‘DUMPING’ TRUMP: “I go from winning by a lot to losing a tight race. It’s corrupt.” TRUMP: “It’s about big leads on election night, tremendous leads, leads where I was being congratulated for a decisive, easy victory, and all of a sudden by morning or a couple of days later, those leads rapidly evaporated.” THE FACTS: No mass corruption happened.",center,2020
"BALLOT ‘DUMPING’ TRUMP: “I go from winning by a lot to losing a tight race. It’s corrupt.” TRUMP: “It’s about big leads on election night, tremendous leads, leads where I was being congratulated for a decisive, easy victory, and all of a sudden by morning or a couple of days later, those leads rapidly evaporated.” THE FACTS: No mass corruption happened. Trump is actually describing a legitimate vote counting process, not a sudden surge of malfeasance that no one has seen before.",center,2020
"It’s corrupt.” TRUMP: “It’s about big leads on election night, tremendous leads, leads where I was being congratulated for a decisive, easy victory, and all of a sudden by morning or a couple of days later, those leads rapidly evaporated.” THE FACTS: No mass corruption happened. Trump is actually describing a legitimate vote counting process, not a sudden surge of malfeasance that no one has seen before. Indeed, news organizations and officials had warned in the days and weeks leading up to the election that the results would likely come in just as they did: In-person votes, which tend to be counted more quickly, would likely favor the president, who had spent months warning his supporters to avoid mail-in voting and to vote in person either early or on Election Day. And mail-in ballots, which take longer to count since they must be removed from envelopes and verified before they are counted, would favor Biden.",center,2020
"And mail-in ballots, which take longer to count since they must be removed from envelopes and verified before they are counted, would favor Biden. That pattern was exacerbated by the fact that many states prohibited early counting of mail-in votes that arrived before Election Day.",center,2020
"TRUMP: “In Wisconsin, as an example, where we were way up on election night, they ultimately had us miraculously losing by 20,000 votes. And I can show you right here that Wisconsin, we’re leading by a lot, and then at 3:42 in the morning, there was this.",center,2020
"Mostly Biden.” THE FACTS: No, there wasn’t a “massive dump of votes” in the middle of the night. Milwaukee election officials finished counting the city’s roughly 169,000 absentee ballots around 3 a.m.",center,2020
"When it was finished, Milwaukee police escorted the city’s elections director from a central counting location to the county courthouse to deliver thumb drives with the ballot data. DOMINION TRUMP, on Dominion Voting Systems electoral software used in many states: “When you look at who’s running the company, who’s in charge, who owns it — which we don’t know — where are the votes counted — which we think are counted in foreign countries, not in the United States — Dominion is a disaster.” THE FACTS: Servers that run Dominion software are in local election offices, not in foreign countries. Claims that the company has foreign servers or ties to Germany or Venezuela are false.",center,2020
"“There is no evidence that any voting system deleted or lost votes, changed votes, or was in any way compromised” in the 2020 election, according to a joint statement released by the federal Cybersecurity and Infrastructure Security Agency. TRUMP: “In one Michigan county, as an example, that used Dominion systems, they found that nearly 6,000 votes had been wrongly switched from Trump to Biden. And this is just the tip of the iceberg. This is what we caught.",center,2020
"When the Republican-leaning county initially reported a landslide win for Biden, social media users grew suspicious about the Dominion election management system used to tabulate the data. It turned out Dominion was not to blame, according to the Michigan Department of State.",center,2020
"Eddie Perez, a voting technology expert at the OSET Institute, a nonpartisan election technology research and development nonprofit, agreed that the Michigan case was the result of human error involving voting technology, not the software itself. ‘DEAD’ VOTERS TRUMP: “Dead people — and we have many examples — filled out ballots, made applications and then voted.” THE FACTS: He’s repeating a false claim of dead people voting, particularly in Pennsylvania and Michigan. But there’s no evidence that this occurred, and officials in both states say the claims are unfounded. The false claim that deceased voters cast ballots “comes up every election,” said Jason Roberts, a professor of political science at the University of North Carolina at Chapel Hill.",center,2020
"The lawsuit was dropped in June 2020 after election officials updated voter rolls. POLL WATCHERS TRUMP: “In Pennsylvania, large amounts of mail-in and absentee ballots were processed illegally and in secret in Philadelphia and Allegheny counties without our observers present. They were not allowed to be present. ...",center,2020
Trump is wholly misrepresenting a court case in the state and what happened at voting places. No one tried to ban poll watchers representing each side in the election.,center,2020
Trump’s representatives sued to allow the observers to get closer than the guidelines had allowed. A court ruled in favor of that request.,center,2020
"The counting in Philadelphia was being livestreamed, and Trump’s lawyers admitted in court that their campaign had observers in the room — “a nonzero” number of them, as they put it. Poll watchers have no role in counting votes.",center,2020
"LANSING, Mich. (AP) — Michigan election officials on Monday certified Democrat Joe Biden’s 154,000-vote victory in the state, another setback for President Donald Trump in his futile effort to undermine the results of the Nov. 3 election through baseless legal challenges and unsupported claims of fraud. The Board of State Canvassers, which has two Republicans and two Democrats, confirmed the results on a 3-0 vote with one abstention.",center,2020
"The Board of State Canvassers, which has two Republicans and two Democrats, confirmed the results on a 3-0 vote with one abstention. Allies of Trump and losing GOP Senate candidate John James had urged the panel to delay a decision for two weeks so votes could be audited in heavily Democratic Wayne County, home to Detroit. Biden defeated the president by more than 332,000 votes in the county.",center,2020
"Biden defeated the president by more than 332,000 votes in the county. Democratic Sen.",center,2020
"“The people of Michigan have spoken. President-elect Biden won the state of Michigan by more than 154,000 votes, and he will be our next president on January 20th,” Gov. Gretchen Whitmer, a Democrat, said in a statement, saying it is “time to put this election behind us.” The Trump legal team dismissed the certification as “simply a procedural step” and insisted it would fight on. But the president’s efforts to stave off the inevitable — formal recognition of his defeat — is facing increasingly stiff resistance from the courts and fellow Republicans with just three weeks until the Electoral College meets to certify Biden’s victory.",center,2020
"President-elect Biden won the state of Michigan by more than 154,000 votes, and he will be our next president on January 20th,” Gov. Gretchen Whitmer, a Democrat, said in a statement, saying it is “time to put this election behind us.” The Trump legal team dismissed the certification as “simply a procedural step” and insisted it would fight on. But the president’s efforts to stave off the inevitable — formal recognition of his defeat — is facing increasingly stiff resistance from the courts and fellow Republicans with just three weeks until the Electoral College meets to certify Biden’s victory.",center,2020
"Gretchen Whitmer, a Democrat, said in a statement, saying it is “time to put this election behind us.” The Trump legal team dismissed the certification as “simply a procedural step” and insisted it would fight on. But the president’s efforts to stave off the inevitable — formal recognition of his defeat — is facing increasingly stiff resistance from the courts and fellow Republicans with just three weeks until the Electoral College meets to certify Biden’s victory. Trump supporters in Michigan pinned their hopes on canvassing boards — obscure panels that meet after elections to determine results based on reports from local clerks.",center,2020
"But the president’s efforts to stave off the inevitable — formal recognition of his defeat — is facing increasingly stiff resistance from the courts and fellow Republicans with just three weeks until the Electoral College meets to certify Biden’s victory. Trump supporters in Michigan pinned their hopes on canvassing boards — obscure panels that meet after elections to determine results based on reports from local clerks. They have no power to audit results or investigate fraud allegations, a point emphasized by Aaron Van Langevelde, the Republican vice chair, during Monday’s state board meeting. “The board’s duty today is very clear,” Van Langevelde said.",center,2020
