Text,Leaning
"“we have both done extremely well during this period and our families havent sacrificed anything and donald trump and i havent sacrificed anything but how in the world can you stand up to a couple of parents who have lost a son and talk about sacrificing because you were building a bunch of buildings”",center
"what trump actually said while describing social security in his 2000 book “the america we deserve” trump said of social security “does the name ponzi all of a sudden come to mind”",center
"trump may never become a true believer but he could find church legitimately useful",center
"marco rubio schools donald trump on the nuclear triad",center
"but pence argued debate moderator martha raddatz had mischaracterized his comments although she had set up her question to trump on what to do in syria and aleppo by reading pence’s own words",center
"neither trump nor any of his senior white house aides said a word publicly about the unfolding crisis",center
"russian oligarch dmitry rybolovlev last week disavowed any contact with president donald trump",center
"my guess is that trump who knows how to sell stuff understands all of this",center
"donald trump leads hillary clinton in the hudson valley swing seat 43 percent to 38 percent",center
"donald trump",center
"as politico’s shane goldmacher reports trump has shown a level of restraint unusual for his campaign “over the last 24 hours trump’s team has urged its surrogates and the candidate himself to tamp down talk of clinton’s health and instead focus unrelentingly on her casting tens of millions of his supporters into a ‘basket of deplorables’ calling them “racist sexist homophobic xenophobic islamaphobic you name it” clinton has apologized for saying such labels apply to “half” his backers”",center
"big job numbers how conservatives feel about health care after meeting with trump major winter storm possibility in dc",center
"when i asked him whether trump is making a “dangerous” mistake by eschewing the same approach he shook his head in agreement",center
"we don’t have to become anarchists throw out all the rules and divorce ourselves from trump on these issues",center
"trump also notably redoubled his criticism of a former miss universe who he had called “miss piggy” saying today that she had gained “a massive amount of weight”",center
"kochs’ white house sway could see post bannon boost despite likening the 2016 presidential election to deciding between cancer and a heart attack billionaire conservative charles koch and his brother david koch have held powerful sway in trump ’s white house",center
"trump ‘i might have made a mistake’ in backing strange aides told trump not to personally attack kim gardner gop ‘donors are furious’ jon favreau’s new pad seth moulton gets married b’day spicer",center
"trump to meet with barletta the president elect will meet tuesday with pennsylvania rep",center
"“lawmakers rushed to the white house for a hastily called meeting thursday to present details of the senate group’s plan to president donald trump which he arranged after phone calls with graham and durbin earlier in the day",center
"later sanders rattled off one statistic from august 2015 that in a 10 day period trump had been on cnn during prime time for 256 minutes and mike huckabee had been on for 17 seconds” httppolitico2h1yslc … audio of all of this year’s sessions which have been taking place every 4 years since 1972 httpbitly2gtqj2y",center
"trump has emerged as an unexpected and potentially pivotal flash point in the general election",center
"jeb bush who has persistently trailed donald trump and ben carson in the republican presidential polls is questioning the accuracy of them showing him way behind",center
"full text trump on syria via tarini parti of buzzfeed “‘it was atrocious",center
"lee zeldin a freshman who’s been a strong supporter of donald trump",center
"ranking member of the senate homeland security and governmental affairs committee claire mccaskill d mo said it was still “too early” to draw conclusions about where trump will go with the program",center
"top vid french army band medleys daft punk following bastille day parade for trump and macron 3 min",center
"glenn thrush podcast ex cia chief hayden “incoherent” trump presidency more of threat than hillary",center
"mead a day under trump is like a month under anybody else",center
"in a final 52 47 vote along strict party lines lawmakers for the second time this week sent trump a congressional review act resolution undoing an obama administration regulation",center
"humayun khan a hero and even as republicans lined up to rebuke their own nominee for his exchange of barbs with gold star parents khizr and ghazala khan trump did not budge",center
"donald trump leaves south carolina the front runner for his party’s nomination but not his party’s inevitable nominee",center
"it’s not forgotten among wisconsin republicans that trump lavished praise on ryan’s primary challenger before ultimately backing the speaker or the gop nominee’s sharp criticism of walker the two term governor who is popular with many rank and file republicans",center
"the trump n rudy show axios jonathan swan citing a well placed source reports that if the giuliani circus continues unabated with him taking media calls day and night and freelancing on legal and policy matters white house staff will likely quit",center
"and … a house democrat has promised a vote to impeach president trump",center
"in california it seemed trump had finally found at least one african american fan",center
"some other time donald trump canceled an interview with sean hannity and bill clinton’s accusers scheduled for tonight",center
"susana martinez chairwoman of the republican governors association couldn’t say tuesday night if she’d support trump as her party’s nominee” httppolitico24audh6",center
"ben carson donald trump ted cruz carly fiorina jeb bush marco rubio mike huckabee john kasich rand paul chris christie debate in boulder colorado on cnbc at 8 pm",center
"“i think those tweets are just the latest indication that donald trump is someone who is very insecure in his victory",center
"the dis invitation opened the flood gates for other high profile republicans to distance themselves from trump",center
"even as his top advisers have mostly succeeded in recent days at keeping trump on message the candidate’s off key ad libs and freewheeling style continued to distract from the more focused scripted closing argument aides have prepared and loaded into the teleprompter one that lashes the “failed political establishment” not only did trump get distracted by a rubber mask of his own visage in the crowd—before long he was holding the mask up next to his own face on the stage an image that was immediately circulating over twitter and the cable tv airwaves—he continued to attack jay z and beyoncé at the same time that he is supposedly courting african american voters",center
"rudy giuliani the president’s current lawyer has denied that any payments were made by trump",center
"going to go to war” trump “i think you know the answer to that”",center
"trump hits pittsburgh for campaign stop — trump will travel to pennsylvania today to tout the recent passage of massive tax cuts and the candidacy of republican state rep",center
"the ruling makes us look weak trump said while the packed arena loudly booed the hawaii federal judge who halted nationwide the president’s ban on refugees from some majority muslim countries hours before it was set to go into effect full story",center
"it is not beneficial when you have a presidential candidate like donald trump telling his supporters punch that guy in the face cruz said",center
"not only is the former congresswoman’s digital ad focus on trump but it is also first running in the palm beach market an intentional move to target mar a lago trump’s private club where he frequently stays",center
"“joe scarborough donald trump look to repair relations” by cnn’s dylan byers “last week scarborough and his ‘morning joe’ co host mika brzezinski visited the republican presidential nominee at trump tower to rekindle a once rosy relationship that has turned bitter and adversarial",center
"donald trump jr however disputed the idea that theres internal strife",center
"even as wall street reaches new highs in profitability and trump endlessly brags about his stock market numbers these voters aren’t seeing the improvement in their own lives",center
"on the trail with trump today politico’s nolandmccaskill",center
"new immigration policy “trump administration preparing to hold immigrant children on military bases” by wapo’s nick miroff and paul sonne “the trump administration is making preparations to hold immigrant children on military bases according to defense department communications the latest sign the government is moving forward with plans to split up families who cross the border illegally",center
"driving the day — trump proposes 67 trillion for defense over 10 years reports our colleague connor o’brien president donald trumps fiscal 2018 defense budget proposes 67 trillion in spending on national defense over the next decade as well as a winding down of the pentagons war account",center
"clinton has long said abortion should be “legal safe and rare” trump said in 1999 “i’m very pro choice and … i just believe in choice”—before he realized such a choice of words was banned in the republican party",center
"“to think he’s as undisciplined as the president of the united states as he was as president of the trump organization” a close former employee told me “is mind boggling”",center
"the good trump has given himself a chance to strike a deal with north korea a dangerous global actor that has bedeviled many administrations",center
"trump taps pentagon no",center
"‘we are never out of diplomatic solutions’ mattis told reporters just hours after trump said in a tweet that ‘talking is not the answer’ to the standoff over north korea’s nuclear weapons and missile programs” httpreutrs2wkmjii",center
"he and ken cuccinelli another top cruz adviser who will attend the convention as a virginia delegate have emphasized that they’re not behind any efforts to block trump from the nomination",center
"“and here’s trump leaning over his shoulder and copying his homework”",center
"rudy giuliani with arms crossed at a table in the lobby of the trump hotel",center
"for trump to reach this stage in the campaign required his phd",center
"former new york mayor rudy giuliani a top trump surrogate and adviser who appeared before brazile on “this week” suggested that trump has changed since making comments about attempted adultery and sexual assault which came to light friday after the washington post reported on his remarks with the accompanying clip",center
"“the special will feature a side of president elect donald trump that has rarely been seen before” fox said in its announcement",center
"april 23 trump tried on twitter to explain why he’s asking taxpayers for border wall money “eventually but at a later date so we can get started early mexico will be paying in some form for the badly needed border wall”",center
"trump preferred ‘phases’ ryan agreed and adopted the term” httppolitico2ogupug",center
"the intelligence community concluded that the kremlin meddled with the aim of electing trump who has claimed the russia narrative is “fake news” and a “hoax”",center
"full text a retired military officer whose name appeared on a letter of 88 retired generals and admirals endorsing donald trump on tuesday expressed concern about the republican nominees past statements on national security",center
"harry reid is headed for the exits but before hes out the door he shared parting shots at the koch brothers donald trump joe heck — and the state of american polling which happens to show heck winning right now",center
"scoop “trump told g7 leaders that crimea is russian because everyone speaks russian in crimea” by alberto nardelli and julia ioffe in buzzfeed “president donald trump told g7 leaders that crimea is russian because everyone who lives there speaks russian according to two diplomatic sources",center
"but hours after the release of the republican report from the house benghazi committee trump ripped into hillary clinton after manually retweeting praise of his trade focused speech in pennsylvania",center
"“the application to the high court was withdrawn after a federal district court in washington granted a temporary stay on the order as it weighs arguments over the release of the emails and other confidential correspondence by trump and other officials”",center
"“in private business donald trump would often defer to his managers if they are capable and competent” ruddy said",center
"on north korea trump said “china can fix this problem easily and quickly” and called on the chinese president to “work very hard on it”",center
"“companies used clinton fundraisers to lobby state department” by usa today’s kevin mccoy “the nexus among private companies hillary clinton’s state department and the clinton family foundations is closer and more complex than even donald trump has claimed so far",center
"levy said fusion was threatened with a subpoena at the same time the judiciary committee also warned it would compel testimony from former trump campaign chairman paul manafort and donald trump jr",center
"trump hurriedly inserted a new sentence in his immigration speech and he soon boomed out from the podium his traditional declaration that the wall would be paid for by mexico adding ‘they don’t know it yet but they’re going to pay for the wall’",center
"trump met reagan but he knew nixon",center
"in one we explained that he had stacked his cabinet with billionaires who weren’t looking out for everyday americans in another we offered facts about the economy under trump including stagnant wages in the third we highlighted how trump’s budget would cut programs important to the middle class and reroute the money into tax cuts for the wealthy",center
"the plan for gop outreach started with pence his aides confirm and while trump is nominally supports the effort he hasn’t taken an active part in it",center
"full text speaking in the shadow of the philadelphia museum of art steps made famous by the movie “rocky” president barack obama scoffed at the notion of donald trump as the champion of the common man",center
"trump will hold a political rally at 605 pm",center
"bernie sanders i vt is traveling to trump country on his own terms “not as a proponent of national democrats’ strategies or even often their candidates out west” gabriel debenedetti reports",center
"not so insisted trump in separate interviews with cnn and fox business",center
"one wonders how a president trump freed from the constraints of republican ideology would deal with netanyahu",center
"“alarmed by trump obama alums launch campaigns of their own” by elena schneider “shaken by trump’s victory and motivated by the potential undoing of what they worked to help obama accomplish roughly a dozen former white house and agency staffers have moved home to run for congress",center
"but trump jr",center
"“i am not going to mock trump voters” she told me",center
"trump says in his speech he would do “everything in my power to protect our lgbtq citizens” more cheers",center
"5 howard’s end donald trump seemed to relish the sense of celebrity and stature that being a regular guest on howard stern’s show brought him politico magazine’s virginia heffernan reports in a look at the pair’s relationship",center
"both politifact and the washington post fired off fact checks concluding there’s bupkis to lend credibility to what trump is talking about",center
"part of a 23 million four month marketing campaign in iowa new hampshire and south carolina the ads — one 30 seconds long the other 60 seconds according to right to rise spokesman paul lindsey—began airing days after wisconsin governor scott walker s exited the field urging his party to coalesce around an alternative to donald trump",center
"but whereas trump sought to make the election all about himself democratic candidates were remarkably disciplined in focusing the electorate’s energy on the alleged failures of his party republican tax reform that exploded the deficit and disproportionately benefited the wealthy republican efforts to take away health care access from millions of people and republican politicians whose acquiescence to trump deepened the country’s partisan divide and further diminished its faith in government",center
"miller who has been mentioned frequently as a possible pick by trump to lead the va said in an interview that ‘if a president elect asks you to be a part of his team you have to look at that very seriously’ ‘‘im just saying i would look at it very seriously’ miller told politico in an interview",center
"but most of the hourlong interview consisted of podesta’s most extensive comments yet on two dramatic weeks in washington that began with trump’s firing of comey and ended with trump departing for his first foreign trip as president even as a special counsel former fbi director robert mueller was named to oversee the widening probe",center
"after a conversation that spanned 30 minutes he says he turned her into a trump supporter",center
"web wars — graham targets trump in first digital ad former rep",center
"paying people a bag of cash to rig online polls in trump’s favor done because trump made the request — and it was a check not a bag — cohen claimed",center
"but it’s clear that the conservative intellectuals will have a battle on their hands after election day and the splits over trump will make that fight nastier than it would have been otherwise",center
"trump was in the white house according to people familiar with the matter",center
"mediawatch “leaked documents suggest secretive billionaire trump donors are milo’s patrons” by buzzfeed’s joseph bernstein “leaked documents including a promissory note and emails as well as conversations with several people familiar with the matter strongly imply that the mercers funded milo yiannopoulos following his resignation from breitbart news after video surfaced in which he appeared to condone pedophilia",center
"cathy milhoan a secret service spokeswoman declined to comment on the specific challenges that trump and his family present to the bureau’s workforce",center
"and multiple gop strategists cautioned that campaigns still dont feel like they have solid data about just how damaging or not trump would be to their prospects",center
"scoop “trump tells advisers he wants to end key obamacare subsidies” by josh dawsey jen haberkorn and paul demko “president donald trump has told advisers he wants to end payments of key obamacare subsidies a move that could send the health laws insurance markets into a tailspin according to several sources familiar with the conversations",center
"trump said kim was a “worthy negotiator” and had a “great personality and very smart good combination” according to our own eliana johnson today’s pooler",center
"— vets in congress tell trump to follow through three republican combat veterans in the house — reps",center
"what we will remember from this election is this the trump nomination and vigorous if losing campaign in the general election could well mark the end of the republican party as we know it",center
"‘the press went crazy so i said “let’s not move it” but some people in the press will not be able to get in’ trump told ‘fox friends’ in an interview broadcast on wednesday” httppolitico2k6xupm",center
"trump you’re here for what” ellis asked the court after he finished instructing jurors on their deliberations in manafort’s case and as he turned his attention to the day’s other cases",center
"president donald trump in bethlehem offered his “deepest condolences to those so terribly injured in this terrorist attack” in manchester united kingdom",center
"pompeo for senate “senate majority leader mitch mcconnell r ky has personally courted secretary of state mike pompeo to consider running for an open senate seat in kansas according to people familiar with the effort a move that could anger president trump and further roil his tumultuous cabinet” reports the washington post",center
"that’s the number of americans who see donald trump as dishonest in a new quinnipiac poll",center
"scott dunlop creator and producer of the “real housewives” reality series franchise which documents groups of wealthy women in cities like los angeles new york and washington said if he were helping trump produce the convention he’d straddle the line between trump’s brand of celebrity and showing a side of trump no one knows about",center
"nyt a1 “talking points brought to trump tower meeting were shared with kremlin” by sharon lafraniere and andrew e",center
"“but the recent numbers seem to bear out that the more time people spent with donald trump the more terrible they think he is”",center
"“donald trump is skipping the last debate before the iowa caucuses",center
"like his republican predecessor herbert hoover donald trump is a businessman who is in hopelessly over his head",center
"green surge environmental groups including the national resources defense council and 350org are seeing an outpouring of support to fight donald trump and protect barack obama s regulations politico ’s eric wolff reports",center
"trump you might recall is also proposing a tax cut in the neighborhood of 10 trillion over a decade",center
"richard neal the democratic ranking member of the powerful ways and means committee said he was reluctant to begin criticizing trump over the potential benefits he’ll receive from a 2017 tax reform package until more details of the legislation emerge",center
"jeb bush jumped in after trump defended his plan to ban muslim immigration into the united states pleading with the gop poll leader to change his views",center
"this is a referendum on donald trump the reality show candidate the infotainment ringmaster the twitter meister",center
"while 68 percent of them think trump is the most openly anti press president in us",center
"after trump said clinton doesn’t have the “stamina” to be commander in chief his campaign turned that argument into an ad where the narrator says “hillary clinton doesn’t have the fortitude strength or stamina” while playing a clip of her collapsing while sick with pneumonia",center
"andrew’s episcopal school” first lady melania trump said in a statement monday",center
"how an internet meme became a trump campaign slogan",center
"ap cumulative delegate count “republicans trump 739 cruz 465 kasich 143",center
"trump doesnt have a monopoly on this but we have had i would say over the last five years theres a new younger generation of political operatives that believes myths of bias",center
"it’s with that backdrop that the nation turns to hofstra university on long island for the first matchup between hillary clinton and donald trump",center
"without the media this wouldn’t even be a contest but the media has built her up” trump jr",center
"“now does that mean that i agree with everything donald trump does” he added",center
"at politicos request a team of data scientists on the online political ads transparency project at new york university last week surveyed more than 70000 facebook ads placed by the trump reelection campaign and its joint fundraising committee since may",center
"all who took trump up on the offer the campaign chairman said honored the gop loyalty pledge except for cruz",center
"the trump era",center
"“given donald trump’s policies and practices we expect to prove that donald trump and his companies explicitly or implicitly authorized the assaults by their unlicensed security personnel” bernstein said",center
"the fact trump was so enthralled with rudy giuliani at a certain period of time makes it unlikely hes in sync with those kinds of rulings from justice scalia said caroline fredrickson of the american constitution society the liberal counterpart to the federalist group",center
"donald trump to address aipac",center
"the field of candidates invited to thursday’s debate in des moines iowa is comprised of the same seven candidates who participated in the previous debate — donald trump ted cruz marco rubio ben carson jeb bush chris christie and john kasich — plus paul who qualified because of his standing in the most recent polls in iowa",center
"fox news would announce later in the afternoon that the debate had been canceled citing decisions from both trump and kasich",center
"… trump had even asked jackson what he thought of shulkin an official said",center
"trump had held a brief event with those women before the debate",center
"on a number of major issues what trump voters want and what the broader public wants are very different things",center
"then the world heard donald trump brag about groping women and the fun stopped",center
"good morning and welcome to the huddle where we’re already fearing the size of the press gaggles around senate republicans today asking about donald trump",center
"per pool the nrcc event trump is headlining tonight raised 30 million ‘unprecedented’ according to rep",center
"according to trump gen",center
"11 am trump will meet with national security adviser hr",center
"so while his sister ivanka worked to pull strings in the white house trump jr",center
"was an impressive platform speaker and for a trump notably republican",center
"1130 am trump will participate in a credentials ceremony for newly appointed ambassadors to washington dc",center
"manafort was spotted in the part of the trump tower lobby that led to trump’s transition headquarters in the weeks after trump’s victory though a source close to manafort suggested he may have been coming from or going to his apartment as opposed to meeting with anyone on the transition team",center
"cruz trump squeeze marco after another disappointment adam smith rips rubio for ‘invisible florida campaign’ – biden’s best joke from gridiron dinner – ‘snl’ hearts tapper alan greenspan is 90",center
"trump doesn’t try to work with paul ryan and mitch mcconnell",center
"david freedlander freedlander “news former trump campaign aide michael caputo has joined michael grimm’s campaign for congress”",center
"they’d likely cite the incoming new administration as a potential source of heightened uncertainty but stop short of mention trump by name they said” read more",center
"democrats reduce their perceptions of trump as a good businessman by 6 points while republican perceptions decline by 9 points",center
"“hes had a pretty strange run since the convention” ryan says of trump on wisconsin radio",center
"howard dean of all people asked with zero evidence whatsoever whether trump was a cocaine user per nbc news",center
"… and that’s china’ president donald trump said thursday adding that america has an ‘out of control’ trade deficit with the country",center
"full text speaker paul ryan has been thrust into the middle of an increasingly ugly confrontation between a band of house republicans and the justice department over the fbis trump russia investigation",center
"“this official said that trump will also potentially bar for 30 days the issuance of us",center
"2018 watch “midterms loom over mueller’s russia probe comey’s handling of clinton email investigation poses challenge for special counsel working amid 2018 campaign” by darren samuelsohn “special counsel robert mueller has only just begun investigating whether president donald trump’s campaign colluded with russia in last year’s election and whether trump himself obstructed justice but there are already fears that he’ll face pressure to reveal his conclusions before the 2018 midterms",center
"on the homefront “as elizabeth warren dominates the news gop searches for challenger” by frank phillips boston globe “to beat warren the massachusetts gop must convince voters that sending trump another republican senator is good for the state — a high hurdle if the electorate remains energized by warren’s role in opposing the new president",center
"“sessions provided several fresh insights into his role in the russia controversy engulfing the trump administration revealing that he has avoided internal doj conversations about the fbi’s russia probe since he was sworn in that hes never been briefed on russias alleged campaign to affect the us",center
"trump said that he thinks the tours were canceled to prove a political point",center
"when it comes to trail eating trump said he likes mcdonald’s and other chain restaurants because they are hygienic",center
"donald trump has a rally in massachusetts",center
"in their push to fill scores of vacancies on federal circuit and district courts at the historic pace demanded by trump white house officials have overlooked vulnerabilities in the backgrounds of some nominees",center
"back in february senator bob corker the senate foreign relations chairman who would so dramatically break with trump months later was still trying to understand the new president",center
"full text taipei taiwan — after months of lamenting that “we are being ripped so badly by china” in trade and that it is “playing us like a fiddle” in dealing with north korea donald trump took his tough on china rhetoric to new extremes last week declaring on sunday “we can’t continue to allow china to rape our country” with trade deficits",center
"warren who has relentlessly and unabashedly launched attacks at the presumptive republican presidential nominee continued doing just that asking for whom trump would make america great",center
"what’s clear either way they can’t ignore trump anymore",center
"on saturday hours before trump would publicly parade running mate mike pence out to the public priebus walked into the new yorker’s dining room 25 stories above fifth avenue",center
"senate endorses nato cfius instructions ahead of trumps summit with nato leaders in brussels and amid criticism by trump of nato member states for not spending enough on their own defense the senate voted overwhelmingly to instruct its conferees to support reaffirming us",center
"but he would have the option to appeal — or hope for a politically explosive pardon from president donald trump",center
"“what’s his greatest put down ‘loser’ will trump be the next president no",center
"“as head of the party it is disturbing for anybody — not necessarily trump — saying that they may or may not support our nominee” said diana waterman chairwoman of the maryland gop",center
"barbara comstock who faces a competitive race in her moderate northern virginia district was among the first lawmakers to urge trump to exit the race",center
"trump focuses on modernizing not increasing nukes reports the ap “the pentagon has no current plans to increase the size of the us",center
"“labor market gains were shared across red states states trump won in 2016 and blue states states hillary clinton carried",center
"“senator cruz is the only one who’s got a chance other than donald trump to win the nomination” walker told wtmj radio host charlie sykes earlier this week",center
"but he might as well have been talking about the donald trump who savaged him as a psychopath and a child molester in november and the donald trump who hailed his newest backer as a special man on friday",center
"in tonight’s debate wrap ted cruz and marco rubio engage while jeb bush enrages — and interrupts — donald trump",center
"branstad values trump values",center
"the blame rests with donald trump",center
"full text kellyanne conway on monday chalked up a fresh wave of protests directed at president donald trump over the weekend some of which turned violent as attempts by stubborn liberals to relitigate last year’s presidential election",center
"trump also reported 298 million in resort revenues from the mar a lago club in palm beach where he has hosted news conferences and some election night parties",center
"trump singled out the freedom caucus chair saying he thinks the hfc will come along “because honestly a loss is not acceptable folks” he also said “oh mark i’m gonna come after you” to laughs from the room",center
"‘for years now democrats will be able to roll out tv ads and say “when john smith says today he’s for a brighter future remember who he stood by donald trump",center
"in hollywood this year burnett’s long and close professional association with trump has not gone unnoticed",center
"what did trump say “we have no growth",center
"mueller’s interest in the events that led trump to push out flynn and comey indicates that his investigation is aggressively scrutinizing possible efforts by the president or others to hamper the special counsel’s probe",center
"kushner responded to the email by telling dearborn and the handful of other trump campaign officials on the email that they should not accept requests from people who pretend to have contacts with foreign officials to aggrandize themselves",center
"“common mexicans don’t follow the primaries and trump aside aren’t interested in what the candidates have to say",center
"pence had distanced himself from trump this week after the manhattan billionaire went after the federal judge presiding over a pair of class action lawsuits related to trump university his now defunct real estate seminar venture",center
"for your radar — trump calls off planned trip to london reports the wsj “president donald trump said he is canceling a planned trip to the uk",center
"what trade war “trump approves plan to impose tough china tariffs” by ap’s ken thomas and paul wiseman “president donald trump has approved a plan to impose punishing tariffs on tens of billions of dollars of chinese goods as early as friday a move that could put his trade policies on a collision course with his push to rid the korean peninsula of nuclear weapons",center
"president trump issued a statement on the leaks “the alleged leaks coming out of government agencies are deeply troubling",center
"in the gorsuch fight he said “the major political drama has nothing to do with donald trump – it’s about whether there is going to be a filibuster and whether it will be broken or not”",center
"monday the campaign released a web ad picking up on the controversy filled with clips of trump speaking negatively about people — whats donald trumps opinion of americans reads the text on screen",center
"ryantrump meeting set — politico’s rachel bade “donald trump will meet face to face with speaker paul ryan at 9 am",center
"yet he has remained close with the president and his family particularly trump son in law and senior adviser jared kushner — a key qualification for a president who prizes loyalty",center
"elections write david nakamura and abby phillip of the washington post president elect donald trump acknowledged for the first time wednesday that he believes russian operatives hacked the democratic party during the election but he continued to dispute intelligence reports that moscow acted to help him win",center
"”as i said early in this campaign if all i did all day was respond to everything donald trump says that isn’t true i wouldn’t be able to run my campaign”",center
"glasser although of course it’s a big difference with trump in that jackson himself served",center
"added another nevada republican “heck needs rural conservatives to offset his deficit in las vegas and he has angered a significant number of them by disavowing trump",center
"should thomas leave conservatives’ slight majority would continue if donald trump becomes president",center
"trump would respond with a laugh” httpnytims1mjtroc",center
"the north korean officials who joined the expanded bilateral meeting included kim yong chol a top aide to kim jong un who helped get the summit back on track after trump temporarily called it off last month",center
"“i went to a couple of trump headquarters on friday and you can’t get to the door because they’re so full people are making calls collecting signs” said rep",center
"top news — trump warns if china won’t solve north korea we will reports the financial times “donald trump has warned that the us",center
"but he acknowledges that the company had explored russian deals before contradicting the president’s longtime insistence that he has no dealings there—and confirming the recent news that as recently as january 2016 his father was trying to build a trump tower moscow",center
"cruz rubio has no viable path to beat trump",center
"trump said “100 percent” of the organizations received their funds with the exception of project for patriots a group he said is still being vetted",center
"incumbent indifference — senate republicans stand by as trump marches to nomination by politicos burgess everett if donald trump becomes the gop presidential nominee senate republicans wont be remembered for their brave resistance",center
"3 running chatter with conventions closing in vice presidential chatter for both donald trump and hillary clinton hit a new level today",center
"like other trump cabinet picks mr",center
"jon ossoff profile olivia nuzzi in new york magazine “the trump hate weather vane will fury and heaps of democratic cash be enough to get jon ossoff 30 year old political neophyte elected to newt gingrich’s old seat this spring” “ossoff looks like the poster boy of the resistance the grassroots opposition to both president donald trump and the wave of nationalism that installed him in office",center
"trump hastily convened a meeting of paid and unpaid advisers including the pollster kellyanne conway roger ailes the ousted fox news chairman and stephen k",center
"it was we conservatives who rightly and robustly asserted our constitutional prerogatives as a co equal branch of government when a democrat was in the white house but who despite solemn vows to do the same in the event of a trump presidency have maintained an unnerving silence as instability has ensued",center
"“silicon valley blasts trump’s tech tariffs” by politico’s steven overly “president donald trump argued friday that his steep tariffs on technology goods from china will help silicon valley but the industrys leading trade groups said the sanctions will harm their bottom line” story",center
"team trump on taxes and trade",center
"tom macarthur notwithstanding — ”donald trump may not like what these jersey republicans did” by nj advance media’s jonathan d",center
"more than a dozen trump associates were in contact with kremlin linked figures during the campaign including at the june 2016 trump tower meeting which also included trumps son donald trump jr",center
"trump keeps carrier jobs in indiana nyt a1 “trump to announce carrier plant will keep jobs in us” by nelson schwartz “in exchange for keeping the factory running in indianapolis mr",center
"he simply massively understated this aid repeatedly characterizing it as “a small loan of a million dollars” yet the precise amount of help trump received was hard to quantify even if it was clearly far more than he admitted",center
